  epoch    train_accuracy    train_loss    valid_acc    valid_accuracy    valid_loss      lr       dur
     31            [36m0.7141[0m        [32m0.9156[0m       [35m0.5424[0m            [31m0.5424[0m        1.0968  0.0493  157.9827
     32            0.6358        [32m0.9110[0m       0.4861            0.4861        1.2752  0.0493  160.1508
     33            0.6960        [32m0.8940[0m       0.5274            0.5274        1.2061  0.0492  151.0765
     34            0.7122        0.8971       0.5162            0.5162        1.1124  0.0492  156.1906
     35            0.6551        0.9014       0.4811            0.4811        1.2473  0.0491  141.5550
     36            [36m0.7434[0m        [32m0.8716[0m       0.5367            0.5367        1.0939  0.0491  139.2975
     37            0.7350        [32m0.8619[0m       0.5285            0.5285        1.1270  0.0490  145.2389
     38            0.6400        0.8759       0.4730            0.4730        1.2816  0.0489  137.3285
     39            [36m0.7542[0m        0.8913       [35m0.5513[0m            [31m0.5513[0m        1.1430  0.0489  131.0542
     40            0.7164        [32m0.8499[0m       0.5413            0.5413        1.1411  0.0488  134.5186
     41            [36m0.7647[0m        0.8638       0.5436            0.5436        1.1539  0.0488  145.2027
     42            0.7616        [32m0.8369[0m       0.5502            0.5502        1.1100  0.0487  136.4183
     43            0.7269        0.8633       0.5367            0.5367        1.1219  0.0486  130.7487
     44            0.7323        [32m0.8349[0m       0.5343            0.5343        1.2207  0.0486  139.1909
     45            0.7064        0.8627       0.5312            0.5312        1.2050  0.0485  138.3272
     46            0.7450        0.8494       0.5224            0.5224        1.2071  0.0484  145.2618
     47            [36m0.7890[0m        [32m0.8160[0m       0.5440            0.5440        1.0913  0.0484  134.5947
     48            0.6740        0.8512       0.5039            0.5039        1.2339  0.0483  118.5009
     49            0.7450        0.8348       0.5231            0.5231        1.1403  0.0482  113.9572
     50            0.7226        0.8566       0.5127            0.5127        1.1705  0.0482  115.9004
     51            0.7689        0.8900       0.5432            0.5432        1.1557  0.0481  114.0443
     52            0.6566        0.8189       0.4730            0.4730        1.4733  0.0480  118.5854
     53            0.7535        [32m0.8098[0m       0.5301            0.5301        1.1796  0.0479  123.4281
     54            0.7731        [32m0.8039[0m       0.5459            0.5459        1.1553  0.0479  136.5944
     55            0.7585        0.8424       0.5370            0.5370        1.1331  0.0478  122.5686
     56            0.7832        [32m0.8036[0m       0.5478            0.5478        1.1281  0.0477  130.7158
     57            [36m0.8113[0m        [32m0.7889[0m       0.5498            0.5498        1.1017  0.0476  122.3690
     58            0.7909        [32m0.7769[0m       0.5482            0.5482        1.0956  0.0475  132.2701
     59            0.7272        [32m0.7723[0m       0.5340            0.5340        1.2618  0.0474  125.5940
     60            0.7585        0.8237       0.5386            0.5386        1.1702  0.0474  122.8471
     61            0.7326        0.7846       0.5104            0.5104        1.2544  0.0473  131.1813
     62            0.6647        0.8145       0.4950            0.4950        1.3819  0.0472  128.5302
     63            0.7396        [32m0.7712[0m       [35m0.5548[0m            [31m0.5548[0m        1.1787  0.0471  126.2035
     64            0.8083        0.7865       [35m0.5586[0m            [31m0.5586[0m        1.1222  0.0470  127.7382
     65            0.7824        0.7851       0.5490            0.5490        1.1453  0.0469  132.8981
     66            0.7388        0.7805       0.5247            0.5247        1.1543  0.0468  133.7984
     67            0.7998        0.7716       0.5471            0.5471        1.1015  0.0467  122.1614
     68            0.8110        [32m0.7647[0m       0.5517            0.5517        1.1352  0.0466  120.8699
     69            0.7623        0.8103       0.5463            0.5463        1.1653  0.0465  118.1566
     70            0.7681        0.7904       0.5413            0.5413        1.3000  0.0464  129.9290
     71            0.7407        0.7791       0.5228            0.5228        1.2350  0.0463  132.2041
     72            [36m0.8225[0m        [32m0.7498[0m       0.5459            0.5459        1.1835  0.0462  128.0056
     73            0.7982        [32m0.7477[0m       0.5309            0.5309        1.1367  0.0461  125.4263
     74            0.7948        [32m0.7277[0m       0.5482            0.5482        1.1488  0.0460  118.9449
     75            0.7867        0.7405       0.5312            0.5312        1.1692  0.0459  123.8796
     76            0.6644        0.7353       0.4765            0.4765        1.2462  0.0458  122.5501
     77            0.8017        0.7929       0.5324            0.5324        1.1242  0.0457  119.2545
     78            0.7913        0.7289       0.5324            0.5324        1.1734  0.0455  121.1796
     79            0.7851        [32m0.7220[0m       0.5235            0.5235        1.2193  0.0454  115.6346
     80            0.7843        0.7927       0.5355            0.5355        1.2393  0.0453  122.2967
     81            0.7990        0.7884       0.5421            0.5421        1.1499  0.0452  120.7767
     82            0.7685        0.7738       0.5409            0.5409        1.2898  0.0451  128.0938
     83            0.7928        0.8270       0.5498            0.5498        1.1211  0.0450  123.2283
     84            [36m0.8333[0m        0.7459       0.5478            0.5478        1.1211  0.0448  126.5736
     85            0.7913        0.7364       0.5251            0.5251        1.1581  0.0447  123.6144
     86            0.7805        0.7237       0.5174            0.5174        1.1823  0.0446  124.1516
     87            0.7465        0.7408       0.5073            0.5073        1.2177  0.0445  134.5737
     88            0.8206        0.7685       0.5563            0.5563        1.1233  0.0444  133.9566
     89            0.7539        0.7310       0.4992            0.4992        1.2469  0.0442  131.2013
     90            [36m0.8383[0m        0.7485       0.5471            0.5471        1.0877  0.0441  126.9765
     91            0.8029        [32m0.7138[0m       0.5390            0.5390        1.1157  0.0440  125.2463
     92            0.7878        0.7217       0.5162            0.5162        1.2587  0.0439  134.9090
     93            0.8329        [32m0.7085[0m       0.5536            0.5536        1.0965  0.0437  138.8057
     94            0.8083        [32m0.6770[0m       0.5517            0.5517        1.1325  0.0436  137.0694
     95            0.7353        0.7120       0.5127            0.5127        1.2375  0.0435  125.3130
     96            0.6941        0.7277       0.4888            0.4888        1.4186  0.0433  141.5395
     97            0.7307        0.6958       0.5039            0.5039        1.2963  0.0432  128.6558
     98            0.5382        0.7322       0.4174            0.4174        1.6646  0.0431  126.3233
     99            0.8306        0.6840       [35m0.5594[0m            [31m0.5594[0m        1.0971  0.0429  130.1377
    100            0.7816        0.7059       0.5235            0.5235        1.2112  0.0428  126.7542
    101            0.6601        0.7385       0.4560            0.4560        1.4089  0.0426  122.2943
    102            0.7766        0.7699       0.5243            0.5243        1.1931  0.0425  124.2792
    103            0.8090        0.6949       0.5340            0.5340        1.2276  0.0424  127.1857
    104            [36m0.8507[0m        0.6900       [35m0.5617[0m            [31m0.5617[0m        1.1174  0.0422  129.3786
    105            0.8275        0.7121       0.5548            0.5548        1.1288  0.0421  117.3376
    106            0.7859        0.7076       0.5475            0.5475        1.2212  0.0419  125.6421
    107            0.7454        0.7590       0.5081            0.5081        1.2374  0.0418  120.3544
    108            [36m0.8519[0m        0.7147       0.5517            0.5517        1.1562  0.0416  126.3666
    109            0.8268        0.7962       0.5482            0.5482        1.2316  0.0415  128.3043
    110            0.7346        0.7612       0.4934            0.4934        1.4437  0.0413  128.6634
    111            0.7936        0.7531       0.5336            0.5336        1.1982  0.0412  121.2370
    112            0.8410        0.7029       0.5397            0.5397        1.1160  0.0410  126.7270
    113            0.7589        0.6936       0.4996            0.4996        1.2943  0.0409  131.8348
    114            0.7546        0.7203       0.5077            0.5077        1.3469  0.0407  118.4768
    115            0.8360        0.7486       0.5517            0.5517        1.1547  0.0406  122.8871
    116            0.7515        0.7040       0.5073            0.5073        1.3232  0.0404  126.9635
    117            0.7870        [32m0.6489[0m       0.5347            0.5347        1.1991  0.0403  121.9352
    118            0.7978        0.7118       0.5239            0.5239        1.2066  0.0401  123.9833
    119            0.8191        0.6996       0.5382            0.5382        1.1726  0.0400  128.5633
    120            0.7712        0.7059       0.5181            0.5181        1.2293  0.0398  122.8708
    121            0.7508        0.6699       0.5004            0.5004        1.4441  0.0396  122.5908
    122            0.8503        0.6703       0.5536            0.5536        1.1381  0.0395  123.3398
    123            0.7755        0.7087       0.5359            0.5359        1.2339  0.0393  129.4932
    124            0.7635        0.6999       0.5243            0.5243        1.2847  0.0392  122.7502
    125            [36m0.8611[0m        0.6619       0.5610            0.5610        1.1204  0.0390  121.9402
    126            0.8573        0.6650       0.5602            0.5602        [94m1.0633[0m  0.0388  125.6670
    127            0.7812        0.6916       0.5285            0.5285        1.2744  0.0387  124.3505
    128            0.8260        0.6736       0.5482            0.5482        1.1336  0.0385  121.5907
    129            0.8546        0.6999       0.5459            0.5459        1.0929  0.0383  120.0482
    130            [36m0.8630[0m        0.6659       [35m0.5679[0m            [31m0.5679[0m        1.0670  0.0382  125.5623
    131            0.8569        0.6580       0.5617            0.5617        1.0926  0.0380  130.4708
    132            0.8410        0.6881       0.5586            0.5586        1.1623  0.0378  116.2259
    133            0.8623        0.6877       0.5652            0.5652        1.1415  0.0377  123.6400
    134            0.6863        [32m0.6277[0m       0.4938            0.4938        1.4353  0.0375  120.4415
    135            0.8017        0.6891       0.5274            0.5274        1.1437  0.0373  120.6826
    136            0.8268        0.6818       0.5258            0.5258        1.1247  0.0372  129.7312
    137            0.8511        0.7018       0.5559            0.5559        1.1802  0.0370  123.9938
    138            0.8430        0.6788       0.5652            0.5652        1.1175  0.0368  118.4658
    139            0.8272        0.6631       0.5409            0.5409        1.1352  0.0366  126.0857
    140            0.8264        0.6736       0.5494            0.5494        1.1740  0.0365  128.8063
    141            0.8503        0.6605       0.5621            0.5621        1.1943  0.0363  119.5984
    142            0.8110        0.6400       0.5390            0.5390        1.1905  0.0361  125.2066
    143            0.7593        0.6400       0.4884            0.4884        1.3115  0.0359  121.6419
    144            0.8314        0.6807       0.5424            0.5424        1.1438  0.0358  127.8871
    145            0.8434        0.6793       0.5556            0.5556        1.1150  0.0356  122.2262
    146            0.8341        0.6594       0.5421            0.5421        1.1317  0.0354  119.2814
    147            0.8198        0.6598       0.5278            0.5278        1.2664  0.0352  123.8680
    148            0.7755        [32m0.6226[0m       0.5255            0.5255        1.2623  0.0350  123.2266
    149            0.8009        0.6569       0.5285            0.5285        1.2567  0.0349  129.7485
    150            0.7886        0.6279       0.5382            0.5382        1.2495  0.0347  126.2157
    151            0.8569        0.6395       0.5513            0.5513        1.1582  0.0345  125.1004
    152            0.8171        0.6338       0.5228            0.5228        1.1698  0.0343  134.4808
    153            0.7550        0.6407       0.5073            0.5073        1.2793  0.0341  122.9637
    154            [36m0.8935[0m        [32m0.6176[0m       0.5629            0.5629        1.0973  0.0340  127.2765
    155            0.8252        0.6680       0.5270            0.5270        1.1884  0.0338  122.3126
    156            0.8345        0.6883       0.5478            0.5478        1.1314  0.0336  116.5444
    157            0.8005        0.6524       0.5282            0.5282        1.2230  0.0334  115.3589
    158            0.8472        0.6500       0.5652            0.5652        1.1919  0.0332  121.2137
    159            0.8245        0.6381       0.5463            0.5463        1.2238  0.0330  121.1990
    160            0.8125        0.6549       0.5482            0.5482        1.1987  0.0328  132.9333
    161            0.7133        0.6785       0.5162            0.5162        1.4336  0.0327  124.7747
    162            0.7473        0.6811       0.5328            0.5328        1.3492  0.0325  123.9487
    163            0.7793        0.6589       0.5424            0.5424        1.2351  0.0323  123.2481
    164            0.8642        0.6213       0.5606            0.5606        1.1226  0.0321  120.8230
    165            0.8299        0.6223       0.5482            0.5482        1.2476  0.0319  117.3950
    166            0.8542        0.6481       0.5544            0.5544        1.1884  0.0317  121.6750
    167            0.8615        [32m0.6137[0m       0.5567            0.5567        1.1492  0.0315  115.0740
    168            0.8438        [32m0.6075[0m       0.5660            0.5660        1.1714  0.0313  131.4389
    169            0.8322        0.6341       0.5478            0.5478        1.2007  0.0311  134.0655
    170            0.8538        0.6399       0.5413            0.5413        1.1346  0.0309  122.8813
    171            0.8711        [32m0.5946[0m       0.5552            0.5552        1.1354  0.0308  122.0884
    172            0.8623        0.6045       0.5532            0.5532        1.2112  0.0306  126.7327
    173            0.8495        0.6431       0.5552            0.5552        1.1872  0.0304  123.3172
    174            0.8194        0.6738       0.5463            0.5463        1.1879  0.0302  116.9558
    175            0.8079        0.6041       0.5367            0.5367        1.3214  0.0300  134.3410
    176            0.6867        0.6317       0.4792            0.4792        1.5044  0.0298  147.7219
    177            0.8314        0.6204       0.5378            0.5378        1.1856  0.0296  125.9320
    178            0.8291        0.6344       0.5482            0.5482        1.2611  0.0294  127.3562
    179            0.8287        0.5969       0.5397            0.5397        1.2024  0.0292  136.9826
    180            0.8762        0.6080       0.5625            0.5625        1.1572  0.0290  139.2445
    181            0.8511        0.6166       0.5428            0.5428        1.1720  0.0288  128.8259
    182            0.8403        [32m0.5773[0m       0.5432            0.5432        1.2697  0.0286  128.9467
    183            0.8445        [32m0.5759[0m       0.5467            0.5467        1.1841  0.0284  123.0553
    184            0.8492        0.5908       0.5463            0.5463        1.2062  0.0282  125.0460
    185            0.8576        0.6331       0.5594            0.5594        1.0884  0.0280  138.0341
    186            0.8009        0.6239       0.5258            0.5258        1.4042  0.0278  131.7226
    187            0.8032        0.6178       0.5370            0.5370        1.1962  0.0277  131.7772
    188            0.8148        0.6069       0.5212            0.5212        1.1962  0.0275  118.8660
    189            0.8650        0.5871       0.5556            0.5556        1.2468  0.0273  124.3154
    190            0.8094        0.6046       0.5274            0.5274        1.2599  0.0271  145.9864
    191            0.8349        0.5873       0.5571            0.5571        1.2172  0.0269  130.6620
    192            0.8341        0.5985       0.5413            0.5413        1.2247  0.0267  129.7984
    193            0.8507        0.6102       0.5613            0.5613        1.1443  0.0265  114.6125
    194            0.7160        0.6192       0.4954            0.4954        1.4907  0.0263  112.2609
    195            0.7986        0.5896       0.5424            0.5424        1.2823  0.0261  114.2205
    196            0.7130        0.5790       0.4904            0.4904        1.3956  0.0259  86.1006
    197            0.8202        0.6018       0.5509            0.5509        1.2813  0.0257  74.5241
    198            0.8110        0.6289       0.5312            0.5312        1.2042  0.0255  80.2811
    199            0.8700        0.6054       0.5571            0.5571        1.1551  0.0253  76.7476
    200            0.8395        0.5907       0.5370            0.5370        1.2430  0.0251  79.9404
    201            0.8812        0.5971       0.5571            0.5571        1.1492  0.0249  80.1346
    202            0.8673        0.6044       0.5552            0.5552        1.1432  0.0247  87.2745
    203            0.8291        [32m0.5611[0m       0.5459            0.5459        1.2114  0.0245  81.5609
    204            0.8260        0.5681       0.5374            0.5374        1.2681  0.0243  80.7775
    205            0.8457        0.6016       0.5513            0.5513        1.2030  0.0241  81.2406
    206            0.8484        0.6134       0.5459            0.5459        1.2069  0.0239  74.8973
    207            0.8696        0.6086       0.5405            0.5405        1.2188  0.0237  77.2878
    208            0.8603        [32m0.5277[0m       0.5521            0.5521        1.1708  0.0235  80.8016
    209            0.8715        0.5926       0.5536            0.5536        1.1511  0.0233  80.6423
    210            0.8248        0.5384       0.5409            0.5409        1.2365  0.0231  89.0275
    211            0.8638        0.5726       0.5540            0.5540        1.1643  0.0229  76.7752
    212            0.8326        0.5921       0.5347            0.5347        1.3319  0.0227  86.2704
    213            0.8291        0.5937       0.5478            0.5478        1.2768  0.0225  73.9197
    214            0.8881        0.5641       0.5675            0.5675        1.0813  0.0223  80.0685
    215            0.8356        0.5669       0.5312            0.5312        1.2668  0.0222  73.3682
    216            0.8438        0.5903       0.5436            0.5436        1.2179  0.0220  75.8041
    217            0.8688        0.5771       0.5455            0.5455        1.1427  0.0218  73.4613
    218            0.8615        0.5586       0.5486            0.5486        1.1867  0.0216  82.7476
    219            0.8438        0.5560       0.5602            0.5602        1.3513  0.0214  77.7962
    220            0.8700        0.5627       0.5579            0.5579        1.1489  0.0212  85.1867
    221            0.8530        0.5937       0.5544            0.5544        1.2728  0.0210  75.8197
    222            0.7921        0.5572       0.5378            0.5378        1.2716  0.0208  82.0837
    223            0.8654        0.5604       0.5629            0.5629        1.2176  0.0206  82.5804
    224            0.8395        0.5344       0.5478            0.5478        1.2369  0.0204  85.3826
    225            0.8449        0.5715       0.5583            0.5583        1.2074  0.0202  76.8589
    226            0.8708        0.5539       0.5625            0.5625        1.1971  0.0200  78.1895
    227            0.8561        0.5415       0.5378            0.5378        1.2835  0.0198  86.5744
    228            0.8152        0.5715       0.5370            0.5370        1.2503  0.0196  83.4816
    229            0.8708        0.5471       0.5571            0.5571        1.2087  0.0194  80.1280
    230            0.8858        0.6069       0.5652            0.5652        1.1552  0.0192  81.2862
    231            0.8260        0.5643       0.5378            0.5378        1.2865  0.0191  80.4951
    232            0.8260        0.5563       0.5332            0.5332        1.2304  0.0189  85.4621
    233            0.8731        0.5634       0.5586            0.5586        1.1541  0.0187  80.4302
    234            0.8071        0.5858       0.5289            0.5289        1.2772  0.0185  85.1317
    235            0.8584        0.5519       0.5540            0.5540        1.1939  0.0183  82.5130
    236            0.8391        0.5707       0.5471            0.5471        1.3034  0.0181  81.2789
    237            0.8677        0.5880       0.5586            0.5586        1.1795  0.0179  84.6378
    238            0.8414        0.5403       0.5440            0.5440        1.2620  0.0177  88.3593
    239            0.8106        0.5343       0.5224            0.5224        1.3558  0.0175  81.9617
    240            0.8179        0.5510       0.5351            0.5351        1.3041  0.0173  83.5179
    241            0.8306        0.5401       0.5424            0.5424        1.3420  0.0172  87.1010
    242            0.8129        0.5587       0.5158            0.5158        1.3405  0.0170  90.6386
    243            0.8708        0.5559       0.5567            0.5567        1.1161  0.0168  80.4542
    244            0.8569        0.5520       0.5478            0.5478        1.2164  0.0166  89.3009
    245            0.8704        [32m0.5275[0m       0.5544            0.5544        1.2449  0.0164  80.4420
    246            0.8515        [32m0.5253[0m       0.5529            0.5529        1.2585  0.0162  84.7427
    247            0.8765        0.5527       0.5490            0.5490        1.2075  0.0160  82.6316
    248            0.8573        0.5384       0.5598            0.5598        1.2554  0.0159  85.6787
    249            0.8368        0.5278       0.5324            0.5324        1.3496  0.0157  78.3756
    250            0.8306        0.5383       0.5413            0.5413        1.2538  0.0155  77.1908
    251            0.8221        0.5601       0.5405            0.5405        1.3172  0.0153  85.5105
    252            0.8657        0.5416       0.5579            0.5579        1.1902  0.0151  84.6497
    253            [36m0.8958[0m        [32m0.5121[0m       0.5571            0.5571        1.2150  0.0150  84.7997
    254            0.8603        0.5144       0.5505            0.5505        1.1831  0.0148  88.3984
    255            0.8792        0.5318       0.5652            0.5652        1.1439  0.0146  89.1143
    256            0.8187        0.5422       0.5382            0.5382        1.2803  0.0144  86.5787
    257            0.8538        0.5204       0.5586            0.5586        1.2278  0.0142  81.6225
    258            0.8399        0.5409       0.5505            0.5505        1.1986  0.0141  80.0300
    259            0.8816        0.5470       0.5567            0.5567        1.1479  0.0139  81.3676
    260            0.8291        0.5206       0.5556            0.5556        1.2802  0.0137  85.1037
    261            0.8665        0.5173       0.5544            0.5544        1.1995  0.0135  83.4445
    262            0.8735        0.5277       0.5529            0.5529        1.2137  0.0134  82.6970
    263            0.8750        0.5488       0.5590            0.5590        1.1813  0.0132  79.1944
    264            0.8688        0.5291       0.5567            0.5567        1.2010  0.0130  82.6626
    265            0.8642        0.5345       0.5602            0.5602        1.1802  0.0128  85.9740
    266            0.8569        0.5243       0.5563            0.5563        1.1959  0.0127  77.6987
    267            0.8839        0.5142       0.5664            0.5664        1.1789  0.0125  83.2481
    268            0.8322        [32m0.5056[0m       0.5467            0.5467        1.2763  0.0123  98.6545
    269            0.8600        0.5220       0.5583            0.5583        1.2491  0.0122  76.9411
    270            [36m0.8962[0m        0.5309       [35m0.5698[0m            [31m0.5698[0m        1.1616  0.0120  83.6549
    271            0.8661        [32m0.4974[0m       0.5637            0.5637        1.2068  0.0118  80.2013
    272            0.8376        0.5170       0.5517            0.5517        1.2485  0.0117  77.7480
    273            0.8931        0.5085       0.5698            0.5698        1.1534  0.0115  83.0356
    274            0.8692        0.5392       0.5583            0.5583        1.1675  0.0113  82.9764
    275            0.8430        0.5081       0.5567            0.5567        1.2258  0.0112  87.7265
    276            0.8576        0.5016       0.5536            0.5536        1.2455  0.0110  80.9592
    277            0.8619        0.5118       0.5529            0.5529        1.2495  0.0108  84.4833
    278            0.8368        0.5073       0.5428            0.5428        1.2846  0.0107  84.3100
    279            0.8762        [32m0.4920[0m       0.5544            0.5544        1.2444  0.0105  86.8268
    280            0.8484        0.4961       0.5451            0.5451        1.2444  0.0104  88.3148
    281            0.8391        0.5166       0.5382            0.5382        1.2829  0.0102  78.8151
    282            0.8275        0.5179       0.5278            0.5278        1.3360  0.0100  91.5140
    283            0.8704        [32m0.4894[0m       0.5544            0.5544        1.2562  0.0099  82.3547
    284            0.8727        0.5080       0.5575            0.5575        1.2094  0.0097  81.9156
    285            0.8904        0.5076       0.5640            0.5640        1.1804  0.0096  87.2405
    286            0.8603        [32m0.4857[0m       0.5548            0.5548        1.2713  0.0094  82.7943
    287            0.8461        [32m0.4715[0m       0.5448            0.5448        1.2961  0.0093  79.1452
    288            0.8700        0.5197       0.5606            0.5606        1.2306  0.0091  76.7968
    289            0.8808        0.4899       0.5613            0.5613        1.2121  0.0090  81.8369
    290            0.8654        0.4780       0.5517            0.5517        1.2768  0.0088  79.8829
    291            0.8785        0.5032       0.5552            0.5552        1.2236  0.0087  91.0075
    292            0.8819        0.4814       0.5571            0.5571        1.2281  0.0085  79.6737
    293            0.8499        0.4850       0.5521            0.5521        1.2677  0.0084  81.1770
    294            0.8333        0.4842       0.5428            0.5428        1.3448  0.0082  86.4431
    295            0.8927        0.5014       0.5567            0.5567        1.2181  0.0081  91.8915
    296            0.8522        0.5140       0.5525            0.5525        1.2354  0.0079  83.6116
    297            0.8650        0.5063       0.5548            0.5548        1.2143  0.0078  85.0079
    298            0.8742        0.4914       0.5583            0.5583        1.2221  0.0076  79.7572
    299            0.8773        [32m0.4713[0m       0.5590            0.5590        1.2338  0.0075  85.7194
    300            0.8796        0.4926       0.5517            0.5517        1.2411  0.0074  79.6200
    301            0.8696        0.4918       0.5602            0.5602        1.2057  0.0072  80.3039
    302            0.8457        0.5111       0.5517            0.5517        1.2298  0.0071  83.0721
    303            0.8349        0.4928       0.5471            0.5471        1.3005  0.0069  84.1901
    304            0.8499        0.4901       0.5432            0.5432        1.2641  0.0068  89.9462
    305            0.8596        0.4975       0.5536            0.5536        1.2719  0.0067  88.0206
    306            0.8719        0.4894       0.5525            0.5525        1.2547  0.0065  80.9854
    307            0.8588        0.4762       0.5509            0.5509        1.2918  0.0064  76.1302
    308            0.8592        [32m0.4561[0m       0.5417            0.5417        1.3439  0.0063  87.0697
    309            0.8843        0.4876       0.5552            0.5552        1.2089  0.0061  81.4987
    310            0.8758        0.4877       0.5610            0.5610        1.2537  0.0060  82.1793
    311            0.8738        [32m0.4520[0m       0.5529            0.5529        1.2732  0.0059  85.6699
    312            0.8808        0.4998       0.5525            0.5525        1.2221  0.0058  80.5983
    313            0.8677        0.4848       0.5505            0.5505        1.2389  0.0056  83.6819
    314            0.8684        0.4723       0.5529            0.5529        1.2435  0.0055  99.2476
    315            0.8600        0.4891       0.5482            0.5482        1.2487  0.0054  84.3422
    316            0.8708        0.4661       0.5505            0.5505        1.2549  0.0053  82.5675
    317            0.8569        0.4914       0.5486            0.5486        1.2757  0.0052  80.8076
    318            0.8735        0.4697       0.5517            0.5517        1.2350  0.0050  92.2745
    319            0.8719        0.4847       0.5525            0.5525        1.2355  0.0049  79.5748
    320            0.8630        0.4765       0.5513            0.5513        1.2579  0.0048  86.5441
    321            0.8789        0.4835       0.5540            0.5540        1.2139  0.0047  81.2032
    322            0.8796        0.4674       0.5548            0.5548        1.1896  0.0046  83.4157
    323            0.8931        0.4760       0.5625            0.5625        1.2029  0.0045  80.0158
    324            0.8738        0.4685       0.5513            0.5513        1.2506  0.0043  89.9776
    325            0.8781        0.4590       0.5567            0.5567        1.2440  0.0042  85.8914
    326            0.8538        0.4660       0.5486            0.5486        1.3112  0.0041  89.2181
    327            0.8715        0.4768       0.5517            0.5517        1.2684  0.0040  81.1273
    328            0.8846        0.4753       0.5517            0.5517        1.2118  0.0039  98.7222
    329            0.8870        0.4789       0.5494            0.5494        1.2012  0.0038  84.6147
    330            0.8881        0.4645       0.5544            0.5544        1.2150  0.0037  80.2009
    331            0.8681        0.4864       0.5513            0.5513        1.2447  0.0036  77.4525
    332            0.8812        0.4728       0.5579            0.5579        1.2280  0.0035  86.8824
    333            0.8765        0.4546       0.5548            0.5548        1.2492  0.0034  87.5499
    334            0.8904        0.4583       0.5567            0.5567        1.2255  0.0033  80.3470
    335            0.8777        [32m0.4462[0m       0.5548            0.5548        1.2531  0.0032  79.1969
    336            0.8866        [32m0.4427[0m       0.5563            0.5563        1.2426  0.0031  83.0747
    337            0.8873        0.4620       0.5498            0.5498        1.2615  0.0030  75.7314
    338            0.8862        0.4429       0.5575            0.5575        1.2481  0.0029  77.5619
