  epoch    train_accuracy    train_loss    valid_acc    valid_accuracy    valid_loss      lr      dur
     66            0.7569        [32m0.8853[0m       [35m0.6462[0m            [31m0.6462[0m        [94m0.8951[0m  0.0495  55.0914
     67            0.6682        0.9241       0.5679            0.5679        1.1013  0.0495  56.0511
     68            0.7631        0.9626       0.6370            0.6370        0.9132  0.0494  55.3716
     69            0.7427        0.9057       0.6331            0.6331        0.9645  0.0494  55.4718
     70            0.7643        0.9722       0.6454            0.6454        [94m0.8817[0m  0.0494  54.6821
     71            0.7245        [32m0.8851[0m       0.6138            0.6138        0.9604  0.0494  77.1904
     72            0.7365        0.9512       0.6281            0.6281        0.9487  0.0494  65.2970
     73            0.7627        0.9001       [35m0.6470[0m            [31m0.6470[0m        0.8858  0.0494  35.9477
     74            0.7492        [32m0.8849[0m       0.6227            0.6227        0.9416  0.0493  33.8636
     75            0.7191        0.9169       0.6165            0.6165        0.9499  0.0493  32.9355
     76            [36m0.7712[0m        0.8973       0.6331            0.6331        0.8823  0.0493  33.5619
     77            [36m0.7766[0m        0.9026       [35m0.6485[0m            [31m0.6485[0m        0.8828  0.0493  33.6210
     78            [36m0.7801[0m        0.8961       0.6470            0.6470        0.8981  0.0493  32.7770
     79            0.7280        0.9323       0.6076            0.6076        0.9542  0.0493  33.5711
     80            0.7581        0.9207       0.6416            0.6416        0.8925  0.0492  34.1910
     81            0.7785        0.9036       0.6397            0.6397        0.8895  0.0492  34.0984
     82            0.7670        [32m0.8629[0m       [35m0.6505[0m            [31m0.6505[0m        0.8930  0.0492  34.2310
     83            0.7508        [32m0.8577[0m       0.6254            0.6254        0.9113  0.0492  33.1111
     84            0.7515        0.8720       [35m0.6508[0m            [31m0.6508[0m        0.8947  0.0492  33.3551
     85            0.7288        0.9595       0.6246            0.6246        0.9562  0.0491  33.5109
     86            0.7712        0.9082       [35m0.6593[0m            [31m0.6593[0m        [94m0.8749[0m  0.0491  33.6529
     87            0.7469        0.8957       0.6377            0.6377        0.9156  0.0491  33.3972
     88            0.7373        0.9682       0.6200            0.6200        0.9588  0.0491  33.9753
     89            [36m0.7847[0m        0.8691       [35m0.6698[0m            [31m0.6698[0m        [94m0.8536[0m  0.0490  33.5592
     90            0.7809        0.8710       0.6481            0.6481        0.8972  0.0490  33.7310
     91            0.7843        [32m0.8494[0m       0.6516            0.6516        0.8967  0.0490  33.7059
     92            0.7519        0.8988       0.6281            0.6281        0.9135  0.0490  33.0213
     93            0.7535        0.8759       0.6242            0.6242        0.9323  0.0490  33.8087
     94            0.7542        0.9505       0.6327            0.6327        0.9103  0.0489  33.9046
     95            0.7589        0.9269       0.6427            0.6427        0.9187  0.0489  33.6848
     96            0.7643        0.9177       0.6242            0.6242        0.9079  0.0489  32.8902
     97            [36m0.7890[0m        0.8647       0.6555            0.6555        0.8709  0.0489  34.6135
     98            0.7747        [32m0.8377[0m       0.6493            0.6493        0.8934  0.0488  33.0116
     99            0.6871        0.8677       0.5988            0.5988        1.0381  0.0488  33.1543
    100            0.7824        0.8780       0.6624            0.6624        0.8756  0.0488  33.4713
    101            0.7816        0.8812       0.6389            0.6389        0.8729  0.0488  32.8339
    102            0.7593        0.8963       0.6404            0.6404        0.9109  0.0487  34.0064
    103            0.7739        0.8925       0.6458            0.6458        0.9064  0.0487  34.2297
    104            0.7720        0.9002       0.6308            0.6308        0.9270  0.0487  33.5333
    105            0.7840        0.8985       0.6443            0.6443        0.8716  0.0487  32.7630
    106            [36m0.7967[0m        0.8652       0.6590            0.6590        0.8705  0.0486  33.6044
    107            0.7801        0.8851       0.6497            0.6497        0.8743  0.0486  35.0499
    108            0.7855        0.8507       0.6462            0.6462        0.8748  0.0486  33.6326
    109            0.7924        0.8418       [35m0.6705[0m            [31m0.6705[0m        0.8616  0.0486  34.9700
    110            0.7770        0.8897       0.6481            0.6481        0.8697  0.0485  33.8788
    111            0.7288        0.8633       0.6092            0.6092        0.9444  0.0485  33.2040
    112            0.7886        0.8726       0.6601            0.6601        0.8627  0.0485  33.9828
    113            [36m0.7994[0m        0.9088       0.6512            0.6512        0.8908  0.0485  26.8406
    114            0.6632        0.8608       0.5714            0.5714        0.9900  0.0484  20.9299
    115            0.7168        0.9496       0.6026            0.6026        0.9392  0.0484  20.3527
    116            0.7917        0.8807       0.6663            0.6663        [94m0.8474[0m  0.0484  19.8588
    117            0.7805        0.8887       0.6443            0.6443        0.8676  0.0484  20.4445
    118            0.7558        0.8738       0.6424            0.6424        0.8749  0.0483  19.8906
    119            0.7731        0.9028       0.6516            0.6516        0.9072  0.0483  20.2844
    120            0.7894        0.8966       0.6574            0.6574        0.8826  0.0483  20.2459
    121            0.7863        0.8814       0.6586            0.6586        0.8597  0.0482  19.9542
    122            0.7897        0.8608       0.6605            0.6605        0.8700  0.0482  20.0030
    123            0.7461        0.8745       0.6188            0.6188        0.9178  0.0482  20.5099
    124            0.7978        0.9678       0.6651            0.6651        0.8610  0.0482  20.4192
    125            0.7492        0.9340       0.6420            0.6420        0.8953  0.0481  20.4157
    126            0.7940        [32m0.8126[0m       0.6590            0.6590        0.8609  0.0481  20.3613
    127            0.7477        0.8304       0.6319            0.6319        0.9176  0.0481  20.3625
    128            0.7886        0.8568       [35m0.6709[0m            [31m0.6709[0m        0.8494  0.0480  19.9369
    129            0.7751        0.8187       0.6393            0.6393        0.8712  0.0480  19.9189
    130            0.7627        0.8167       0.6431            0.6431        0.9086  0.0480  20.0410
    131            0.7446        0.8274       0.6304            0.6304        0.9593  0.0479  20.0007
    132            0.7728        0.8574       0.6323            0.6323        0.8929  0.0479  20.1602
    133            0.7585        0.8727       0.6439            0.6439        0.9363  0.0479  20.4629
    134            0.7894        0.8712       0.6508            0.6508        0.9139  0.0478  19.8571
    135            0.7380        0.8952       0.6277            0.6277        0.9178  0.0478  19.7474
    136            0.7593        0.9925       0.6385            0.6385        0.9712  0.0478  20.1606
    137            0.7801        0.9516       0.6574            0.6574        0.8708  0.0477  20.0691
    138            0.7936        0.9242       0.6674            0.6674        [94m0.8460[0m  0.0477  20.7672
    139            0.7377        0.8145       0.6331            0.6331        0.8888  0.0477  19.9908
    140            0.7677        0.8523       0.6393            0.6393        0.8967  0.0476  20.4199
    141            [36m0.8071[0m        [32m0.7876[0m       0.6709            0.6709        [94m0.8303[0m  0.0476  20.5762
    142            0.7577        0.8542       0.6327            0.6327        0.8842  0.0476  20.5389
    143            0.7458        0.8154       0.6370            0.6370        0.9194  0.0475  19.9994
    144            0.7793        0.8316       0.6609            0.6609        0.8610  0.0475  19.8321
    145            [36m0.8248[0m        [32m0.7746[0m       [35m0.6759[0m            [31m0.6759[0m        [94m0.8287[0m  0.0475  19.7790
    146            0.7843        0.8123       0.6462            0.6462        0.8986  0.0474  20.8618
    147            0.7600        0.9157       0.6238            0.6238        0.9204  0.0474  21.3312
    148            0.7901        0.8199       0.6701            0.6701        0.8603  0.0474  19.4416
    149            0.7975        0.8767       0.6721            0.6721        0.8461  0.0473  20.7552
    150            0.8017        0.8645       [35m0.6794[0m            [31m0.6794[0m        0.8379  0.0473  20.3101
    151            0.8083        0.8066       0.6763            0.6763        0.8394  0.0473  20.4619
    152            0.7955        0.8768       0.6485            0.6485        0.8719  0.0472  20.2740
    153            0.7284        0.8755       0.6208            0.6208        0.9277  0.0472  20.1450
    154            0.7766        0.8607       0.6397            0.6397        0.8722  0.0472  20.2019
    155            0.7326        0.8659       0.5957            0.5957        0.9854  0.0471  20.1730
    156            0.7751        0.8292       0.6470            0.6470        0.8899  0.0471  19.7281
    157            0.8102        0.8313       0.6628            0.6628        0.8457  0.0471  20.3702
    158            0.7539        0.8707       0.6196            0.6196        0.9027  0.0470  19.5515
    159            0.8063        0.8486       0.6667            0.6667        0.8475  0.0470  20.3609
    160            0.7596        0.8151       0.6219            0.6219        0.9529  0.0469  20.4769
    161            0.7677        0.8165       0.6319            0.6319        0.8959  0.0469  20.6735
    162            0.7130        0.8192       0.5853            0.5853        1.0326  0.0469  20.1504
    163            0.8052        0.8030       0.6574            0.6574        0.8579  0.0468  20.1470
    164            0.7604        0.8102       0.6219            0.6219        0.9030  0.0468  20.4458
    165            0.7724        0.8796       0.6350            0.6350        0.8900  0.0467  20.5261
    166            0.6659        0.8757       0.5671            0.5671        1.0254  0.0467  19.1151
    167            0.7662        0.8424       0.6466            0.6466        0.8925  0.0467  20.5504
    168            0.7886        0.8294       0.6478            0.6478        0.8866  0.0466  20.3996
    169            0.7820        0.8284       0.6335            0.6335        0.9068  0.0466  20.1892
    170            0.7681        0.8301       0.6273            0.6273        0.9179  0.0466  19.5754
    171            0.6736        0.8473       0.5521            0.5521        1.1068  0.0465  20.6111
    172            0.7847        0.8922       0.6300            0.6300        0.9186  0.0465  19.6087
    173            0.7519        0.9807       0.6150            0.6150        0.9931  0.0464  19.9994
    174            0.6520        0.8820       0.5467            0.5467        1.0358  0.0464  19.9651
    175            0.7407        0.8956       0.6146            0.6146        0.9208  0.0463  19.9804
    176            0.8175        0.7971       0.6671            0.6671        0.8392  0.0463  19.4319
    177            0.6975        0.8641       0.5880            0.5880        1.0954  0.0463  20.5378
    178            0.6771        0.8434       0.5667            0.5667        1.0248  0.0462  20.1238
    179            0.8063        0.8467       0.6705            0.6705        0.8347  0.0462  20.4982
    180            0.8137        0.7838       [35m0.6809[0m            [31m0.6809[0m        [94m0.8133[0m  0.0461  19.7591
    181            0.8144        [32m0.7727[0m       0.6655            0.6655        0.8420  0.0461  20.4283
    182            0.8075        0.7990       0.6543            0.6543        0.8406  0.0461  19.6642
    183            0.7527        0.7990       0.6377            0.6377        0.8822  0.0460  20.2397
    184            0.8002        0.8101       0.6485            0.6485        0.8596  0.0460  20.1375
    185            0.7126        0.7843       0.6073            0.6073        0.9509  0.0459  20.5360
    186            0.8171        0.8184       0.6678            0.6678        0.8404  0.0459  20.0051
    187            0.7407        0.8414       0.6370            0.6370        0.9196  0.0458  20.1223
    188            0.7577        0.8165       0.6370            0.6370        0.9107  0.0458  19.6199
    189            0.7851        0.8648       0.6512            0.6512        0.8626  0.0458  19.6124
    190            0.7967        0.7873       0.6478            0.6478        0.8710  0.0457  19.7087
    191            0.7496        0.8417       0.6015            0.6015        1.0101  0.0457  19.6090
    192            0.8152        0.8397       0.6752            0.6752        0.8312  0.0456  19.5575
    193            0.7508        [32m0.7693[0m       0.6235            0.6235        0.9306  0.0456  20.5391
    194            0.7261        0.8159       0.6161            0.6161        1.0562  0.0455  20.2481
    195            0.7847        0.8411       0.6350            0.6350        0.8903  0.0455  19.4089
    196            0.8052        0.7817       0.6644            0.6644        0.8517  0.0454  20.2680
    197            0.7330        0.8339       0.6192            0.6192        0.9192  0.0454  20.3499
    198            0.7820        0.8007       0.6427            0.6427        0.8786  0.0454  20.0943
    199            0.8032        0.7854       0.6551            0.6551        0.8501  0.0453  19.5788
    200            0.7978        [32m0.7687[0m       0.6458            0.6458        0.8731  0.0453  20.0630
    201            0.7928        0.8003       0.6644            0.6644        0.8389  0.0452  20.1492
    202            0.7928        0.8431       0.6439            0.6439        0.8744  0.0452  19.8896
    203            0.8110        0.8278       0.6640            0.6640        0.8365  0.0451  19.6473
    204            0.8137        0.7770       0.6678            0.6678        0.8317  0.0451  19.9246
    205            0.8191        [32m0.7679[0m       0.6690            0.6690        0.8290  0.0450  20.0582
    206            0.8152        [32m0.7523[0m       0.6532            0.6532        0.8404  0.0450  19.7383
    207            0.7851        0.8252       0.6493            0.6493        0.8530  0.0449  20.1076
    208            0.7994        0.7826       0.6601            0.6601        0.8424  0.0449  20.5431
    209            0.7986        0.8021       0.6613            0.6613        0.8638  0.0448  19.9326
    210            0.8029        0.8338       0.6659            0.6659        0.8415  0.0448  20.2767
    211            0.7870        0.8654       0.6651            0.6651        0.8487  0.0447  19.7045
    212            0.7867        0.8196       0.6508            0.6508        0.8699  0.0447  19.5989
    213            0.7959        0.7606       0.6389            0.6389        0.8867  0.0446  20.4417
    214            0.7774        0.7860       0.6562            0.6562        0.8525  0.0446  19.8844
    215            0.7948        0.7916       0.6547            0.6547        0.8595  0.0445  19.8748
    216            0.7238        0.8188       0.6026            0.6026        0.9852  0.0445  19.7944
    217            0.6890        0.8072       0.5795            0.5795        1.0168  0.0445  20.0847
    218            0.7990        0.7604       0.6505            0.6505        0.8498  0.0444  20.1118
    219            0.7731        0.7889       0.6265            0.6265        0.8966  0.0444  19.7052
    220            0.7581        0.8594       0.6030            0.6030        0.9383  0.0443  20.6766
    221            0.7608        0.8186       0.6358            0.6358        0.9310  0.0443  19.8783
    222            0.7627        0.7924       0.6181            0.6181        0.9207  0.0442  19.8196
    223            0.7596        0.8328       0.6400            0.6400        0.8986  0.0442  20.4399
    224            0.7828        0.8582       0.6462            0.6462        0.8623  0.0441  20.7175
    225            0.7735        0.8054       0.6532            0.6532        0.8760  0.0440  19.4758
    226            0.8021        0.8180       0.6632            0.6632        0.8516  0.0440  20.4476
    227            0.8152        0.7972       0.6659            0.6659        0.8285  0.0439  19.7628
    228            0.7982        0.7673       0.6605            0.6605        0.8488  0.0439  19.9510
    229            0.7863        0.7949       0.6377            0.6377        0.8940  0.0438  20.6230
    230            0.7427        0.7682       0.6181            0.6181        0.9442  0.0438  20.2658
    231            0.8221        0.8138       0.6713            0.6713        0.8299  0.0437  19.8565
    232            0.7087        0.8957       0.5930            0.5930        0.9599  0.0437  19.9416
    233            0.7222        0.8178       0.6022            0.6022        0.9916  0.0436  19.8550
    234            0.8067        0.7936       0.6435            0.6435        0.8664  0.0436  20.3658
    235            0.7990        0.7921       0.6609            0.6609        0.8464  0.0435  19.9169
    236            0.8179        0.7589       0.6694            0.6694        0.8302  0.0435  20.7052
    237            0.7894        0.7808       0.6454            0.6454        0.8772  0.0434  20.7116
    238            0.7882        0.7929       0.6431            0.6431        0.8679  0.0434  20.0608
    239            0.8017        0.8051       0.6609            0.6609        0.8548  0.0433  20.1281
    240            0.8052        0.7841       0.6694            0.6694        0.8449  0.0433  20.1185
    241            0.7704        0.8297       0.6316            0.6316        0.9054  0.0432  19.9349
    242            0.8210        0.7761       0.6802            0.6802        0.8241  0.0432  22.5614
    243            [36m0.8268[0m        0.7862       0.6732            0.6732        0.8160  0.0431  30.7579
    244            0.8017        0.7681       0.6501            0.6501        0.8554  0.0430  30.8942
    245            0.7967        0.8315       0.6478            0.6478        0.8588  0.0430  27.6414
    246            0.7944        0.8140       0.6416            0.6416        0.8695  0.0429  30.2153
    247            0.6771        0.8115       0.5455            0.5455        1.1426  0.0429  29.3426
    248            0.7863        0.7953       0.6478            0.6478        0.8604  0.0428  29.1932
    249            0.8056        0.7801       0.6512            0.6512        0.8597  0.0428  31.2022
    250            0.8183        0.7539       0.6701            0.6701        0.8296  0.0427  30.0503
    251            0.7099        0.7711       0.5930            0.5930        1.0293  0.0427  31.9698
    252            0.8013        0.7836       0.6489            0.6489        0.8594  0.0426  29.9932
    253            0.7708        0.8485       0.6285            0.6285        0.9063  0.0426  29.8802
    254            0.7886        0.7985       0.6466            0.6466        0.8817  0.0425  29.3619
    255            0.8183        0.7802       0.6690            0.6690        0.8426  0.0424  25.9183
    256            0.7882        0.7903       0.6493            0.6493        0.8607  0.0424  29.6075
    257            0.7693        0.7644       0.6292            0.6292        0.8952  0.0423  29.5787
    258            0.7631        0.7563       0.6165            0.6165        0.9408  0.0423  30.9817
    259            0.8071        [32m0.7268[0m       0.6667            0.6667        0.8402  0.0422  29.5947
    260            0.8098        0.7290       0.6547            0.6547        0.8533  0.0422  30.3004
    261            0.8079        0.7463       0.6532            0.6532        0.8603  0.0421  30.0918
    262            0.8194        0.7574       0.6427            0.6427        0.8612  0.0420  31.1723
    263            [36m0.8318[0m        0.7588       0.6732            0.6732        0.8139  0.0420  29.9082
    264            0.8260        0.7878       0.6636            0.6636        0.8355  0.0419  30.8721
    265            0.8040        0.8057       0.6431            0.6431        0.8614  0.0419  29.8909
    266            0.7272        0.8160       0.5999            0.5999        1.0103  0.0418  28.6157
    267            0.8063        0.7671       0.6624            0.6624        0.8618  0.0418  29.5637
    268            0.8260        0.7871       0.6539            0.6539        0.8437  0.0417  28.5479
    269            0.7878        0.7570       0.6393            0.6393        0.8882  0.0416  27.6733
    270            0.8005        0.7703       0.6532            0.6532        0.8699  0.0416  32.2884
    271            0.7133        0.7910       0.5907            0.5907        1.0439  0.0415  29.9963
    272            0.7978        0.8929       0.6555            0.6555        0.8464  0.0415  28.6524
    273            0.8044        0.7885       0.6443            0.6443        0.8612  0.0414  31.3533
    274            0.8083        0.8285       0.6694            0.6694        0.8313  0.0413  31.4949
    275            0.8079        0.7586       0.6551            0.6551        0.8462  0.0413  31.0935
    276            [36m0.8326[0m        0.7549       0.6709            0.6709        [94m0.8124[0m  0.0412  31.4195
    277            0.8013        0.7439       0.6439            0.6439        0.8594  0.0412  30.9113
    278            0.8102        0.7704       0.6674            0.6674        0.8435  0.0411  31.4303
    279            0.7199        0.7777       0.6092            0.6092        0.9961  0.0410  28.9198
    280            0.8237        0.8633       [35m0.6844[0m            [31m0.6844[0m        0.8134  0.0410  29.5378
    281            0.7959        0.7952       0.6489            0.6489        0.8654  0.0409  27.5068
    282            0.7647        0.8245       0.6308            0.6308        0.9169  0.0409  27.7865
    283            0.7647        0.7890       0.6389            0.6389        0.8908  0.0408  29.1117
    284            0.7785        0.7893       0.6358            0.6358        0.8614  0.0407  29.5835
    285            0.8225        0.8223       0.6674            0.6674        0.8338  0.0407  27.7484
    286            0.7369        0.7681       0.5872            0.5872        0.9780  0.0406  29.5829
    287            0.7701        0.8288       0.6273            0.6273        0.9258  0.0406  29.1804
    288            0.7762        0.7719       0.6292            0.6292        0.9071  0.0405  31.7124
    289            0.7357        0.7659       0.6049            0.6049        0.9368  0.0404  29.5883
    290            0.8025        0.7329       0.6566            0.6566        0.8592  0.0404  30.0859
    291            0.7820        0.7831       0.6292            0.6292        0.8873  0.0403  30.7940
    292            0.7396        0.7839       0.6177            0.6177        0.9286  0.0402  31.7043
    293            0.8009        0.7432       0.6470            0.6470        0.8614  0.0402  29.4039
    294            0.8106        0.7889       0.6667            0.6667        0.8366  0.0401  30.8355
    295            0.8059        0.7521       0.6659            0.6659        0.8445  0.0401  27.0566
    296            0.8202        0.7556       0.6775            0.6775        0.8240  0.0400  28.4225
    297            [36m0.8329[0m        0.7976       0.6713            0.6713        0.8240  0.0399  29.7434
    298            0.7662        0.8042       0.6354            0.6354        0.9112  0.0399  28.3660
    299            0.8156        0.7545       0.6609            0.6609        0.8401  0.0398  30.5729
    300            0.8221        0.7629       0.6744            0.6744        0.8161  0.0397  30.7428
    301            0.8183        0.7603       0.6640            0.6640        0.8306  0.0397  29.7691
    302            0.8067        0.8069       0.6481            0.6481        0.8556  0.0396  30.5569
    303            0.8179        0.7715       0.6535            0.6535        0.8342  0.0395  27.9356
    304            0.7539        0.7478       0.6281            0.6281        0.8980  0.0395  29.1602
    305            0.8110        0.7516       0.6508            0.6508        0.8488  0.0394  30.7051
    306            0.7847        0.7620       0.6543            0.6543        0.8664  0.0394  30.0192
    307            0.7585        [32m0.7220[0m       0.6323            0.6323        0.9016  0.0393  30.2415
    308            0.8241        0.7864       0.6825            0.6825        0.8209  0.0392  26.5469
    309            0.7230        0.7723       0.6030            0.6030        0.9948  0.0392  30.0426
    310            0.7566        0.8342       0.6073            0.6073        0.9654  0.0391  29.5428
    311            0.8140        0.7418       0.6559            0.6559        0.8463  0.0390  30.4552
    312            0.8067        0.7996       0.6539            0.6539        0.8689  0.0390  28.7942
    313            0.7573        0.7884       0.6285            0.6285        0.9066  0.0389  29.6301
    314            0.7458        0.7393       0.6192            0.6192        0.9168  0.0388  30.1923
    315            0.7971        0.7580       0.6535            0.6535        0.8858  0.0388  30.2478
    316            0.7901        0.7468       0.6435            0.6435        0.8693  0.0387  32.1740
    317            0.8017        0.7789       0.6478            0.6478        0.8551  0.0386  30.9614
    318            0.7843        0.7606       0.6343            0.6343        0.8795  0.0386  33.7006
    319            0.7894        0.7555       0.6404            0.6404        0.8806  0.0385  29.1099
    320            0.8121        0.7480       0.6458            0.6458        0.8421  0.0384  30.0080
    321            0.7527        0.8219       0.6119            0.6119        0.9628  0.0384  27.3413
    322            0.7481        0.7510       0.6138            0.6138        0.9359  0.0383  33.2625
    323            0.8318        0.7636       0.6709            0.6709        0.8288  0.0382  34.4727
    324            0.7226        0.7681       0.6119            0.6119        0.9399  0.0382  31.3578
    325            0.7755        0.7931       0.6331            0.6331        0.8983  0.0381  30.0139
    326            0.7932        0.7692       0.6501            0.6501        0.8595  0.0380  35.3157
    327            0.7504        0.7621       0.6238            0.6238        0.9066  0.0380  33.1458
    328            0.8326        0.7414       0.6779            0.6779        0.8156  0.0379  31.0809
    329            0.7924        0.7829       0.6485            0.6485        0.8665  0.0378  29.8565
    330            0.8179        0.7566       0.6748            0.6748        0.8248  0.0378  30.8871
    331            0.8268        0.7289       0.6779            0.6779        [94m0.8084[0m  0.0377  29.4070
    332            0.8129        0.7457       0.6505            0.6505        0.8495  0.0376  29.1058
    333            0.8214        0.7612       0.6609            0.6609        0.8318  0.0376  31.3679
    334            0.7948        0.7495       0.6570            0.6570        0.8431  0.0375  28.0757
    335            0.8059        0.7654       0.6381            0.6381        0.8747  0.0374  29.2225
    336            0.8067        0.7875       0.6613            0.6613        0.8535  0.0374  31.1402
    337            0.8121        0.7237       0.6659            0.6659        0.8412  0.0373  30.7554
