  epoch    train_accuracy    train_loss    valid_acc    valid_accuracy    valid_loss      lr       dur
    141            0.6906        0.9414       0.5621            0.5621        1.0171  0.0476  250.7591
    142            0.7245        0.9325       0.6080            0.6080        0.9537  0.0476  253.2636
    143            0.7323        0.9513       0.6034            0.6034        0.9730  0.0475  245.9989
    144            0.6813        0.9521       0.5671            0.5671        1.0267  0.0475  258.3326
    145            0.6925        0.9148       0.5772            0.5772        0.9858  0.0475  244.2305
    146            0.7218        0.9462       0.5988            0.5988        0.9848  0.0474  247.2759
    147            0.6235        0.9374       0.5324            0.5324        1.0721  0.0474  248.5088
    148            0.6894        0.9388       0.5706            0.5706        1.0261  0.0474  253.8864
    149            0.7288        0.9891       0.5856            0.5856        0.9816  0.0473  257.5780
    150            [36m0.7488[0m        0.9383       0.6038            0.6038        0.9481  0.0473  254.6055
    151            0.7326        0.9834       0.6061            0.6061        0.9605  0.0473  259.5856
    152            0.7211        0.9786       0.5988            0.5988        0.9754  0.0472  253.9973
    153            0.5930        0.9764       0.5305            0.5305        1.1920  0.0472  247.7941
    154            0.6516        1.0002       0.5432            0.5432        1.1123  0.0472  249.6037
    155            0.7045        0.9701       0.5841            0.5841        0.9772  0.0471  260.8759
    156            0.6914        0.9702       0.5775            0.5775        0.9921  0.0471  253.7400
    157            0.6412        0.9166       0.5370            0.5370        1.0724  0.0471  253.4819
    158            0.6605        0.9817       0.5567            0.5567        1.0614  0.0470  248.9252
    159            0.7342        0.9684       0.6019            0.6019        0.9712  0.0470  249.9966
    160            0.6644        1.0204       0.5540            0.5540        1.1012  0.0469  254.0942
    161            0.7234        0.9707       0.5965            0.5965        0.9860  0.0469  248.0127
    162            0.5328        0.9594       0.4680            0.4680        1.2641  0.0469  254.8434
    163            0.6748        1.0180       0.5625            0.5625        1.0369  0.0468  257.4808
    164            0.6617        0.9489       0.5563            0.5563        1.0399  0.0468  246.9581
    165            0.6875        0.9683       0.5775            0.5775        1.0046  0.0467  245.5016
    166            0.6705        0.9632       0.5772            0.5772        1.0184  0.0467  256.1196
    167            0.7141        0.9512       0.6022            0.6022        0.9804  0.0467  242.5307
    168            0.7242        0.9085       0.5999            0.5999        0.9818  0.0466  248.1374
    169            0.6856        0.9280       0.5729            0.5729        1.0210  0.0466  251.9181
    170            0.7002        0.9471       0.5883            0.5883        0.9758  0.0466  246.0570
    171            0.6617        0.9526       0.5494            0.5494        1.0489  0.0465  256.1781
    172            0.5953        0.9508       0.5177            0.5177        1.1436  0.0465  238.0996
    173            0.6512        1.0977       0.5498            0.5498        1.0921  0.0464  249.4611
    174            0.6485        0.9928       0.5502            0.5502        1.0357  0.0464  252.0832
    175            0.6609        0.9309       0.5610            0.5610        1.0301  0.0463  254.5254
    176            0.6767        0.9134       0.5660            0.5660        1.0135  0.0463  252.0144
    177            0.6439        0.9392       0.5482            0.5482        1.0373  0.0463  249.2998
    178            0.6921        0.9002       0.5957            0.5957        0.9976  0.0462  247.2735
    179            0.6910        0.9494       0.5941            0.5941        0.9765  0.0462  247.5456
    180            0.7338        0.9500       0.6142            0.6142        0.9471  0.0461  252.4220
    181            [36m0.7531[0m        0.9582       [35m0.6204[0m            [31m0.6204[0m        [94m0.9245[0m  0.0461  249.5078
    182            0.6728        0.9577       0.5756            0.5756        0.9933  0.0461  250.4842
    183            0.6671        0.9140       0.5702            0.5702        1.0057  0.0460  245.1985
    184            0.6161        0.9272       0.5347            0.5347        1.0549  0.0460  251.0594
    185            0.7006        0.9634       0.5802            0.5802        0.9939  0.0459  259.2155
    186            0.7384        0.9090       0.6134            0.6134        0.9410  0.0459  248.1690
    187            0.6906        0.8938       0.5926            0.5926        0.9665  0.0458  253.1540
    188            0.7041        0.9078       0.5864            0.5864        0.9999  0.0458  260.4915
    189            0.7384        [32m0.8598[0m       0.6019            0.6019        0.9526  0.0458  253.8142
    190            0.7195        0.9224       0.5910            0.5910        0.9697  0.0457  254.6921
    191            [36m0.7627[0m        0.9622       [35m0.6246[0m            [31m0.6246[0m        0.9567  0.0457  252.5116
    192            0.6701        0.9327       0.5733            0.5733        1.0026  0.0456  251.4614
    193            0.6948        0.9095       0.5768            0.5768        1.0406  0.0456  250.8717
    194            0.7025        0.9036       0.5806            0.5806        0.9937  0.0455  259.5892
    195            0.7280        0.9656       0.6011            0.6011        0.9654  0.0455  253.6744
    196            0.6802        0.9152       0.5644            0.5644        1.0128  0.0454  253.1159
    197            0.6127        0.9371       0.5251            0.5251        1.0629  0.0454  256.6053
    198            0.7072        0.9541       0.5837            0.5837        1.0051  0.0454  256.1268
    199            0.6667        0.9387       0.5521            0.5521        1.0891  0.0453  251.1198
    200            0.7226        0.9814       0.6019            0.6019        0.9577  0.0453  252.9712
    201            0.7157        0.9391       0.5868            0.5868        1.0033  0.0452  258.4618
    202            0.7357        0.9357       0.6065            0.6065        0.9676  0.0452  252.0663
    203            0.7234        0.9177       0.5934            0.5934        0.9726  0.0451  230.2840
    204            0.6840        0.8838       0.5610            0.5610        1.0383  0.0451  219.1812
    205            0.7188        0.9211       0.5941            0.5941        0.9842  0.0450  221.7340
    206            0.7106        1.0316       0.5945            0.5945        0.9954  0.0450  210.0995
    207            0.6289        1.0311       0.5293            0.5293        1.1121  0.0449  211.0626
    208            0.7245        0.9148       0.5965            0.5965        0.9765  0.0449  224.3158
    209            0.6582        0.8722       0.5540            0.5540        1.0620  0.0448  253.5631
    210            0.7195        [32m0.8598[0m       0.5999            0.5999        0.9704  0.0448  249.3563
    211            0.6833        0.9111       0.5829            0.5829        0.9941  0.0447  251.7538
    212            0.7133        0.9222       0.5984            0.5984        0.9780  0.0447  248.1078
    213            0.7488        0.9843       0.6150            0.6150        0.9461  0.0446  252.5088
    214            0.6971        0.9322       0.5818            0.5818        1.0004  0.0446  252.7655
    215            0.7284        0.9076       0.6111            0.6111        0.9427  0.0445  261.9002
    216            0.6416        0.9351       0.5505            0.5505        1.1147  0.0445  245.8934
    217            0.6806        0.9804       0.5625            0.5625        1.0218  0.0445  248.9937
    218            0.6397        0.9054       0.5386            0.5386        1.0450  0.0444  255.1930
    219            0.5783        0.9611       0.4965            0.4965        1.1404  0.0444  249.8154
    220            0.6752        1.0128       0.5687            0.5687        1.1941  0.0443  250.3532
    221            0.6574        0.9024       0.5459            0.5459        1.0786  0.0443  256.3599
    222            0.7465        0.9777       0.6150            0.6150        0.9380  0.0442  248.7970
    223            0.5679        0.9433       0.4988            0.4988        1.1521  0.0442  247.3435
    224            0.6887        0.9060       0.5748            0.5748        0.9960  0.0441  251.5721
    225            0.7261        0.9056       0.5953            0.5953        0.9587  0.0440  252.4658
    226            0.7315        0.9009       0.5976            0.5976        0.9754  0.0440  245.7420
    227            0.6655        0.9191       0.5482            0.5482        1.0473  0.0439  257.3616
    228            0.6879        0.9364       0.5621            0.5621        1.0142  0.0439  258.6623
    229            0.7454        0.9123       0.6038            0.6038        0.9470  0.0438  249.5486
    230            0.6844        0.9694       0.5502            0.5502        1.0300  0.0438  250.6906
    231            0.7141        0.9526       0.5953            0.5953        0.9892  0.0437  252.1462
    232            0.7087        0.9298       0.5864            0.5864        0.9760  0.0437  237.7763
    233            0.5448        0.9105       0.4780            0.4780        1.3162  0.0436  246.7991
    234            0.6474        0.9431       0.5421            0.5421        1.0671  0.0436  249.0082
    235            0.7234        0.9014       0.5968            0.5968        0.9550  0.0435  255.9856
    236            0.6856        0.8668       0.5814            0.5814        0.9930  0.0435  241.0388
    237            0.5548        0.9474       0.4772            0.4772        1.1924  0.0434  259.6855
    238            0.7238        0.9360       0.5953            0.5953        0.9683  0.0434  255.1223
    239            0.6636        0.9282       0.5451            0.5451        1.0711  0.0433  249.9997
    240            0.6775        0.9001       0.5671            0.5671        1.0028  0.0433  244.9685
    241            0.6701        0.9395       0.5559            0.5559        1.0414  0.0432  245.6240
    242            0.6798        0.9373       0.5737            0.5737        1.0121  0.0432  250.3548
    243            0.7265        0.9151       0.5895            0.5895        0.9812  0.0431  250.3986
    244            0.7350        0.8724       0.5984            0.5984        0.9551  0.0430  261.2795
    245            [36m0.7635[0m        0.8636       0.6127            0.6127        0.9347  0.0430  253.9453
    246            0.7153        0.8666       0.5922            0.5922        0.9885  0.0429  259.7055
    247            0.7265        0.9262       0.5953            0.5953        0.9789  0.0429  294.6993
    248            0.6933        0.9275       0.5664            0.5664        1.0103  0.0428  304.7157
    249            0.6493        0.8872       0.5394            0.5394        1.0778  0.0428  301.6300
    250            0.7550        0.9016       0.6107            0.6107        0.9372  0.0427  298.8746
    251            0.6254        0.9273       0.5451            0.5451        1.0870  0.0427  304.7928
    252            0.7226        0.9419       0.5965            0.5965        0.9675  0.0426  306.9787
    253            0.7106        0.8992       0.5872            0.5872        1.0106  0.0426  301.4422
    254            0.6917        0.9157       0.5721            0.5721        1.0213  0.0425  317.1541
    255            0.6354        0.9530       0.5378            0.5378        1.0664  0.0424  288.5907
    256            0.6231        0.9736       0.5363            0.5363        1.0817  0.0424  303.0672
    257            0.5745        0.9865       0.5085            0.5085        1.1454  0.0423  303.0139
