  epoch    train_accuracy    train_loss    valid_acc    valid_accuracy    valid_loss      lr      dur
    115            0.8449        [32m0.7029[0m       0.6204            0.6204        1.0644  0.0194  13.0934
    116            0.8364        0.7585       0.6269            0.6269        1.0661  0.0194  11.9804
    117            0.8762        0.7975       0.6524            0.6524        1.0140  0.0193  12.2440
    118            0.8465        0.7641       0.6300            0.6300        1.0249  0.0193  14.6106
    119            0.7554        0.7392       0.5868            0.5868        1.2854  0.0193  39.0981
    120            0.7986        0.7331       0.6103            0.6103        1.2764  0.0193  17.4871
    121            0.8681        [32m0.6874[0m       0.6447            0.6447        1.0372  0.0193  16.5064
    122            [36m0.8939[0m        0.7645       0.6620            0.6620        0.9844  0.0193  12.5878
    123            0.8704        0.7312       0.6427            0.6427        0.9985  0.0193  11.9797
    124            0.8669        [32m0.6873[0m       0.6408            0.6408        1.0382  0.0193  13.1965
    125            0.8677        0.7105       0.6404            0.6404        1.0815  0.0192  13.8882
    126            0.8831        0.7097       [35m0.6667[0m            [31m0.6667[0m        0.9955  0.0192  12.9912
    127            0.8376        0.7625       0.6289            0.6289        1.1531  0.0192  13.4380
    128            0.8449        0.7518       0.6292            0.6292        1.0862  0.0192  14.8415
    129            0.8831        0.7141       0.6539            0.6539        1.0325  0.0192  15.3564
    130            0.8704        0.7210       0.6493            0.6493        1.0239  0.0192  13.8237
    131            0.8468        0.7655       0.6385            0.6385        1.1274  0.0192  14.1055
    132            0.8769        0.7472       0.6470            0.6470        1.0526  0.0192  13.8643
    133            0.8800        0.7477       [35m0.6728[0m            [31m0.6728[0m        0.9993  0.0192  12.7442
    134            0.8634        0.7574       0.6393            0.6393        1.0524  0.0191  12.3583
    135            0.8754        0.7112       0.6485            0.6485        1.0272  0.0191  12.4612
    136            0.8530        [32m0.6663[0m       0.6319            0.6319        1.0601  0.0191  15.9739
    137            0.8052        0.7496       0.5995            0.5995        1.2176  0.0191  34.9633
    138            0.8681        0.7462       0.6547            0.6547        1.0455  0.0191  17.5279
    139            0.8750        0.7178       0.6242            0.6242        1.1030  0.0191  12.3655
    140            0.8862        [32m0.6532[0m       0.6443            0.6443        1.0306  0.0191  12.2475
    141            0.8738        0.7098       0.6617            0.6617        1.0353  0.0190  13.2955
    142            0.8688        0.7370       0.6339            0.6339        1.1271  0.0190  13.1375
    143            0.8465        0.6540       0.6227            0.6227        1.1327  0.0190  13.3302
    144            0.8735        0.7035       0.6466            0.6466        1.0563  0.0190  13.7093
    145            0.8881        0.7065       0.6462            0.6462        1.0519  0.0190  13.8957
    146            0.8584        0.7122       0.6254            0.6254        1.1217  0.0190  13.9353
    147            0.8615        0.7701       0.6524            0.6524        1.0805  0.0190  13.6838
    148            [36m0.9016[0m        0.6820       0.6694            0.6694        1.0234  0.0190  14.5739
    149            0.8275        0.7434       0.6208            0.6208        1.2068  0.0189  12.9362
    150            0.8684        0.7060       0.6424            0.6424        1.1241  0.0189  11.8709
    151            0.8816        0.7674       0.6524            0.6524        1.0676  0.0189  11.3715
    152            0.8279        0.7677       0.6138            0.6138        1.1904  0.0189  12.7043
    153            0.8877        0.7757       0.6508            0.6508        1.0374  0.0189  14.2708
    154            0.8785        0.7341       0.6404            0.6404        1.1531  0.0189  13.4866
    155            0.8152        0.7190       0.6088            0.6088        1.3572  0.0189  13.4773
    156            [36m0.9140[0m        0.6796       0.6655            0.6655        0.9786  0.0188  13.2134
    157            0.9066        0.6671       0.6424            0.6424        1.1419  0.0188  12.7898
    158            0.8866        0.7192       0.6551            0.6551        1.0146  0.0188  12.0892
    159            0.8580        [32m0.6447[0m       0.6443            0.6443        1.0870  0.0188  18.3204
    160            0.9101        0.6850       0.6624            0.6624        1.0012  0.0188  32.8263
    161            0.8831        0.7656       0.6582            0.6582        1.0698  0.0188  16.8624
    162            0.8843        0.6980       0.6466            0.6466        1.0831  0.0187  13.8589
    163            0.9120        0.7331       0.6559            0.6559        1.0497  0.0187  12.3731
    164            0.8484        0.7389       0.6316            0.6316        1.1757  0.0187  12.0328
    165            0.8669        0.7716       0.6590            0.6590        1.0709  0.0187  11.3966
    166            0.8758        0.7465       0.6489            0.6489        1.1296  0.0187  11.7943
    167            [36m0.9201[0m        0.6639       0.6597            0.6597        1.0432  0.0187  11.5174
    168            0.9151        0.6703       0.6640            0.6640        1.0118  0.0187  11.9043
    169            0.8885        0.6543       0.6505            0.6505        1.1083  0.0186  10.8541
    170            0.9147        0.6710       0.6698            0.6698        1.0063  0.0186  11.5754
    171            0.8974        0.6727       0.6485            0.6485        1.0705  0.0186  11.8436
    172            0.8507        0.7797       0.6339            0.6339        1.1702  0.0186  11.6509
    173            0.8383        0.7232       0.6142            0.6142        1.2726  0.0186  11.9168
    174            0.9035        0.7092       0.6640            0.6640        1.0662  0.0186  12.2020
    175            0.8993        0.6850       0.6574            0.6574        1.0473  0.0185  11.8848
    176            0.8900        0.7290       0.6489            0.6489        1.1251  0.0185  12.6115
    177            0.9035        0.6956       0.6566            0.6566        1.0878  0.0185  12.2417
    178            0.8291        0.7085       0.6049            0.6049        1.2988  0.0185  12.6849
    179            0.8954        0.6931       0.6516            0.6516        1.1148  0.0185  11.8761
    180            0.9101        0.6481       0.6582            0.6582        1.0294  0.0185  11.6078
    181            [36m0.9213[0m        [32m0.6356[0m       0.6586            0.6586        1.0473  0.0184  11.0261
    182            0.8769        0.6896       0.6350            0.6350        1.1658  0.0184  11.5219
    183            [36m0.9217[0m        0.6798       0.6485            0.6485        1.0615  0.0184  10.6275
    184            0.8542        0.6671       0.6235            0.6235        1.2233  0.0184  11.2854
    185            0.8673        0.6793       0.6227            0.6227        1.2410  0.0184  11.4469
    186            0.9198        0.7002       0.6651            0.6651        1.0460  0.0184  12.1579
    187            0.9101        0.7241       0.6593            0.6593        1.1024  0.0183  11.4388
    188            0.9101        0.6439       0.6400            0.6400        1.0877  0.0183  11.2760
    189            0.8954        0.7422       0.6574            0.6574        1.0702  0.0183  11.1548
    190            0.8881        0.6871       0.6466            0.6466        1.1319  0.0183  12.2016
    191            0.8688        0.6862       0.6485            0.6485        1.1747  0.0183  11.9251
    192            0.8646        0.7014       0.6103            0.6103        1.2677  0.0182  11.7170
    193            0.8966        0.6849       0.6570            0.6570        1.1298  0.0182  11.4877
    194            0.9155        [32m0.6315[0m       0.6535            0.6535        1.1298  0.0182  11.5056
    195            0.8808        0.6505       0.6454            0.6454        1.1562  0.0182  11.7555
    196            0.9144        0.6405       0.6605            0.6605        1.0410  0.0182  11.5361
    197            0.8576        0.6355       0.6192            0.6192        1.2702  0.0182  11.1632
    198            0.9205        0.7017       0.6586            0.6586        1.0670  0.0181  12.0951
    199            0.8862        0.6773       0.6613            0.6613        1.1735  0.0181  11.7775
    200            0.9128        0.6491       0.6493            0.6493        1.1431  0.0181  12.1433
    201            [36m0.9228[0m        0.6458       0.6593            0.6593        1.0648  0.0181  12.1675
    202            0.8738        0.6815       0.6211            0.6211        1.2861  0.0181  12.4301
    203            0.9151        0.6845       0.6520            0.6520        1.0831  0.0180  11.9412
    204            0.9190        0.7047       0.6574            0.6574        1.0716  0.0180  11.9517
    205            0.8418        0.6723       0.6061            0.6061        1.3443  0.0180  11.4188
    206            0.9001        0.6711       0.6427            0.6427        1.1117  0.0180  12.7990
    207            0.8970        0.6585       0.6316            0.6316        1.1419  0.0180  11.8603
    208            [36m0.9236[0m        0.6357       0.6628            0.6628        1.0877  0.0180  11.4413
    209            0.8414        0.6856       0.6370            0.6370        1.2936  0.0179  10.9490
    210            0.8951        0.6645       0.6327            0.6327        1.2094  0.0179  12.5772
    211            0.9066        0.6450       0.6393            0.6393        1.1311  0.0179  11.4880
    212            0.9221        0.6978       0.6678            0.6678        1.0444  0.0179  12.1662
    213            0.9043        0.6739       0.6505            0.6505        1.1045  0.0179  12.2391
    214            0.9186        0.6403       0.6632            0.6632        1.1005  0.0178  12.4041
    215            0.9221        [32m0.6107[0m       0.6528            0.6528        1.1375  0.0178  11.6453
    216            0.9205        0.6233       0.6640            0.6640        1.0433  0.0178  11.4368
    217            0.8897        0.6229       0.6416            0.6416        1.1308  0.0178  12.2317
    218            0.9201        [32m0.5994[0m       0.6605            0.6605        1.1016  0.0178  12.1799
    219            [36m0.9279[0m        0.7035       0.6586            0.6586        1.0624  0.0177  11.7581
    220            0.9097        0.6186       0.6481            0.6481        1.1558  0.0177  11.5138
    221            0.9275        0.6735       0.6686            0.6686        1.0746  0.0177  11.4406
    222            0.9043        0.6490       0.6366            0.6366        1.2103  0.0177  12.0380
    223            0.9279        0.6413       0.6632            0.6632        1.0818  0.0177  11.6396
    224            [36m0.9360[0m        [32m0.5927[0m       0.6674            0.6674        1.0853  0.0176  11.1079
    225            0.9120        0.6165       0.6478            0.6478        1.1417  0.0176  11.4798
    226            0.9167        0.6674       0.6655            0.6655        1.0989  0.0176  11.9846
    227            [36m0.9406[0m        0.6646       0.6559            0.6559        1.1018  0.0176  12.5544
    228            0.9066        0.6222       0.6586            0.6586        1.1552  0.0176  11.6934
    229            0.9151        0.6538       0.6447            0.6447        1.1917  0.0175  12.2328
    230            0.9182        0.6403       0.6590            0.6590        1.0990  0.0175  12.0420
    231            0.9360        0.6491       0.6566            0.6566        1.0969  0.0175  11.8501
    232            0.9394        0.6405       0.6617            0.6617        1.0775  0.0175  11.5070
    233            0.8800        0.6406       0.6262            0.6262        1.2344  0.0175  11.6895
    234            [36m0.9425[0m        0.6390       0.6644            0.6644        1.0303  0.0174  11.6410
    235            0.9317        0.6352       0.6570            0.6570        1.1239  0.0174  11.7018
    236            0.8831        0.6373       0.6343            0.6343        1.2100  0.0174  11.2846
    237            0.9167        0.6476       0.6493            0.6493        1.1707  0.0174  11.3891
    238            0.9028        0.6653       0.6508            0.6508        1.1572  0.0173  13.6102
    239            0.9255        [32m0.5713[0m       0.6644            0.6644        1.1426  0.0173  13.9680
    240            0.9290        0.5848       0.6601            0.6601        1.1205  0.0173  12.9794
    241            0.9213        0.5873       0.6454            0.6454        1.1871  0.0173  13.6325
    242            0.9421        0.6234       0.6609            0.6609        1.0726  0.0173  12.8407
    243            0.8515        0.6076       0.6154            0.6154        1.3851  0.0172  12.2520
    244            0.9221        0.6522       0.6555            0.6555        1.1393  0.0172  39.7519
    245            0.9240        0.5827       0.6520            0.6520        1.1926  0.0172  18.2041
    246            0.9228        0.6975       0.6613            0.6613        1.1793  0.0172  17.2035
Stopping since valid_loss has not improved in the last 200 epochs.
Elapsed time: 4171.433942079544 seconds
