  epoch    train_accuracy    train_loss    valid_acc    valid_accuracy    valid_loss      lr      dur
     21            [36m0.6096[0m        [32m1.1616[0m       0.5050            0.5050        1.1239  0.0200  65.1937
     22            0.5914        1.1708       0.4853            0.4853        1.1562  0.0200  61.3173
     23            0.5100        1.1860       0.4124            0.4124        1.2570  0.0200  71.6856
     24            0.5891        [32m1.1612[0m       0.4765            0.4765        1.1582  0.0200  64.4088
     25            [36m0.6289[0m        1.1832       [35m0.5189[0m            [31m0.5189[0m        1.1092  0.0200  64.8634
     26            0.6227        [32m1.1552[0m       0.5019            0.5019        1.1262  0.0200  67.6217
     27            0.5710        1.1647       0.4738            0.4738        1.1803  0.0200  66.4334
     28            0.6057        1.2149       0.4861            0.4861        1.1545  0.0200  64.0970
     29            0.6177        1.1718       0.4888            0.4888        1.1432  0.0200  63.9752
     30            [36m0.6296[0m        1.1589       0.5085            0.5085        1.1243  0.0200  75.0536
     31            0.5656        1.1649       0.4541            0.4541        1.1974  0.0200  72.4999
     32            0.6100        1.1672       0.4942            0.4942        1.1335  0.0200  70.5983
     33            0.5463        1.1559       0.4495            0.4495        1.1757  0.0199  73.3789
     34            [36m0.6590[0m        1.1714       [35m0.5220[0m            [31m0.5220[0m        [94m1.0880[0m  0.0199  62.2353
     35            0.6478        1.1707       0.5100            0.5100        1.1079  0.0199  67.3329
     36            0.6038        [32m1.1445[0m       0.4877            0.4877        1.1518  0.0199  63.2160
     37            [36m0.6667[0m        1.1547       0.5201            0.5201        [94m1.0862[0m  0.0199  59.3512
     38            0.5336        1.1594       0.4356            0.4356        1.2383  0.0199  58.9067
     39            0.5733        1.1447       0.4819            0.4819        1.1799  0.0199  56.6597
     40            0.5837        1.1727       0.4715            0.4715        1.1885  0.0199  65.5097
     41            0.5930        1.1760       0.4819            0.4819        1.1815  0.0199  70.1257
     42            0.6362        1.1726       0.5023            0.5023        1.1180  0.0199  57.6166
     43            0.5579        1.1570       0.4830            0.4830        1.1423  0.0199  55.9466
     44            0.5694        1.1834       0.4583            0.4583        1.1929  0.0199  59.1147
     45            0.5513        [32m1.1390[0m       0.4591            0.4591        1.1880  0.0199  59.7782
     46            0.6281        1.2176       0.5166            0.5166        1.1212  0.0199  68.9347
     47            0.5980        1.1716       0.5077            0.5077        1.1473  0.0199  64.7516
     48            [36m0.6779[0m        1.1442       [35m0.5282[0m            [31m0.5282[0m        [94m1.0862[0m  0.0199  57.1865
     49            0.6223        1.1401       0.5139            0.5139        1.1121  0.0199  52.6094
     50            0.6123        1.1512       0.4888            0.4888        1.1626  0.0199  56.3441
     51            [36m0.6833[0m        1.1863       [35m0.5343[0m            [31m0.5343[0m        [94m1.0827[0m  0.0199  65.3710
     52            0.6628        [32m1.1321[0m       0.5316            0.5316        1.0867  0.0199  56.6895
     53            0.6586        1.1827       0.5139            0.5139        1.0909  0.0199  56.1575
     54            0.6578        1.1926       0.5197            0.5197        1.0892  0.0199  56.5268
     55            0.6219        1.1515       0.5008            0.5008        1.1251  0.0199  67.2089
     56            [36m0.6929[0m        1.1447       0.5289            0.5289        [94m1.0758[0m  0.0199  60.9278
     57            0.6682        1.1480       0.5282            0.5282        1.0904  0.0198  56.4534
     58            0.6744        1.1758       [35m0.5409[0m            [31m0.5409[0m        1.0817  0.0198  56.9999
     59            0.6015        1.1675       0.4934            0.4934        1.1675  0.0198  68.4156
     60            0.6431        1.1898       0.5023            0.5023        1.1148  0.0198  55.8625
     61            0.5802        1.1810       0.4684            0.4684        1.2159  0.0198  58.0010
     62            0.6705        1.1481       0.5285            0.5285        1.0915  0.0198  54.6064
     63            [36m0.6968[0m        1.1503       [35m0.5494[0m            [31m0.5494[0m        [94m1.0515[0m  0.0198  66.6022
     64            0.6586        1.1425       0.5316            0.5316        1.1031  0.0198  70.8919
     65            [36m0.7045[0m        1.1495       0.5390            0.5390        1.0669  0.0198  57.7063
     66            0.6138        1.1677       0.5096            0.5096        1.1040  0.0198  53.3219
     67            0.6049        1.1648       0.5120            0.5120        1.1493  0.0198  57.1306
     68            0.6601        1.1591       0.5285            0.5285        1.0887  0.0198  62.2298
     69            0.6150        1.1687       0.4965            0.4965        1.1436  0.0198  70.0689
     70            [36m0.7133[0m        1.1782       [35m0.5648[0m            [31m0.5648[0m        [94m1.0450[0m  0.0198  65.1017
     71            0.6682        1.1336       0.5382            0.5382        1.0714  0.0198  56.9617
     72            0.5644        1.1775       0.4792            0.4792        1.2333  0.0198  60.8204
     73            0.6605        1.1507       0.5216            0.5216        1.1070  0.0197  59.0611
     74            0.5718        1.1635       0.4981            0.4981        1.1686  0.0197  62.7300
     75            0.5760        1.1815       0.4603            0.4603        1.1834  0.0197  57.9068
     76            0.6535        1.1790       0.5309            0.5309        1.0711  0.0197  58.3097
     77            0.6771        1.1730       0.5367            0.5367        1.0750  0.0197  55.3327
     78            0.6547        1.1367       0.5185            0.5185        1.1090  0.0197  70.0581
     79            0.6196        1.1919       0.4934            0.4934        1.1680  0.0197  69.4888
     80            0.5405        1.1942       0.4487            0.4487        1.3060  0.0197  57.8513
     81            0.6358        1.2382       0.5039            0.5039        1.1237  0.0197  55.2876
     82            0.5737        1.1993       0.4896            0.4896        1.1705  0.0197  57.1783
     83            0.6640        1.1489       0.5394            0.5394        1.0946  0.0197  67.6740
     84            0.6767        1.1866       0.5204            0.5204        1.0887  0.0197  52.9131
     85            0.6767        1.1773       0.5324            0.5324        1.0698  0.0197  57.5217
     86            0.6049        [32m1.1175[0m       0.4819            0.4819        1.2005  0.0196  57.3141
     87            0.6983        1.1912       0.5436            0.5436        1.1078  0.0196  65.3379
     88            0.6231        1.1456       0.5027            0.5027        1.1582  0.0196  73.7599
     89            [36m0.7353[0m        1.1421       [35m0.5679[0m            [31m0.5679[0m        1.0465  0.0196  55.9607
     90            0.6285        1.1630       0.4819            0.4819        1.1526  0.0196  57.0798
     91            0.6979        1.1320       0.5521            0.5521        1.0610  0.0196  52.9622
     92            0.6617        1.1713       0.5463            0.5463        1.0686  0.0196  61.8175
     93            0.6281        1.2203       0.5166            0.5166        1.1462  0.0196  72.2336
     94            0.6188        1.1920       0.4958            0.4958        1.1488  0.0196  71.3038
     95            0.6910        1.2069       0.5517            0.5517        1.0619  0.0196  57.1133
     96            0.7280        1.1640       0.5567            0.5567        [94m1.0322[0m  0.0196  56.1362
     97            0.5934        1.1904       0.4695            0.4695        1.1925  0.0195  55.4029
     98            0.5949        1.1241       0.4865            0.4865        1.2793  0.0195  70.3401
     99            0.7060        1.1537       0.5606            0.5606        1.0497  0.0195  68.1530
    100            0.6809        1.1742       0.5270            0.5270        1.0829  0.0195  55.2130
    101            0.6898        1.1543       0.5432            0.5432        1.0759  0.0195  57.3340
    102            0.7184        1.1486       [35m0.5783[0m            [31m0.5783[0m        [94m1.0236[0m  0.0195  57.8796
    103            0.6443        1.1653       0.5108            0.5108        1.1262  0.0195  72.0047
    104            0.6196        1.1726       0.5066            0.5066        1.1227  0.0195  69.4436
    105            0.6578        1.1357       0.5177            0.5177        1.1002  0.0195  64.2690
    106            0.6956        1.2273       0.5409            0.5409        1.0687  0.0195  69.1945
    107            [36m0.7427[0m        1.1505       0.5698            0.5698        1.0415  0.0194  76.7996
    108            0.5775        1.1868       0.4846            0.4846        1.1827  0.0194  88.5874
    109            0.6508        1.1912       0.5143            0.5143        1.1082  0.0194  74.7498
    110            0.5972        1.1681       0.4784            0.4784        1.1913  0.0194  72.3274
    111            0.7068        1.1760       0.5509            0.5509        1.0963  0.0194  71.3528
    112            0.6597        1.1663       0.4985            0.4985        1.1491  0.0194  87.4754
    113            0.6725        1.1705       0.5482            0.5482        1.0682  0.0194  78.9910
    114            0.7218        1.1708       0.5386            0.5386        1.1221  0.0194  71.3715
    115            0.6107        1.1863       0.4884            0.4884        1.1909  0.0194  74.8299
    116            0.6277        1.1698       0.5158            0.5158        1.1640  0.0194  87.3866
    117            0.7103        1.1951       0.5448            0.5448        1.0653  0.0193  83.0012
    118            0.6451        1.1910       0.5104            0.5104        1.1208  0.0193  73.4048
    119            0.6265        1.1634       0.5089            0.5089        1.1900  0.0193  72.2826
    120            0.7091        1.1878       0.5536            0.5536        1.0608  0.0193  84.0429
    121            0.6725        1.1652       0.5154            0.5154        1.1282  0.0193  85.9332
    122            0.6995        1.1461       0.5486            0.5486        1.0628  0.0193  71.4811
    123            0.6528        1.1647       0.5231            0.5231        1.1458  0.0193  71.9697
    124            0.6694        1.1936       0.5548            0.5548        1.0661  0.0193  86.8080
    125            0.6474        1.1543       0.5189            0.5189        1.1304  0.0192  88.3542
    126            0.6397        1.1415       0.4931            0.4931        1.1610  0.0192  72.2600
    127            0.6466        1.1518       0.4869            0.4869        1.1629  0.0192  71.2885
    128            0.6420        1.1598       0.5204            0.5204        1.1769  0.0192  76.9041
    129            0.6844        1.1455       0.5428            0.5428        1.0876  0.0192  89.6778
    130            0.6377        [32m1.1152[0m       0.5131            0.5131        1.1524  0.0192  72.3110
    131            0.6150        [32m1.1080[0m       0.4931            0.4931        1.1425  0.0192  69.0468
    132            0.7033        1.1566       0.5185            0.5185        1.0896  0.0192  73.7604
    133            0.6883        1.1695       0.5424            0.5424        1.0879  0.0192  82.9279
    134            0.6725        1.1218       0.5297            0.5297        1.1104  0.0191  80.2660
    135            0.6979        1.1112       0.5471            0.5471        1.0796  0.0191  74.9914
    136            0.5397        1.1478       0.4421            0.4421        1.2833  0.0191  76.1175
    137            0.7369        1.1593       0.5598            0.5598        1.0253  0.0191  83.4650
    138            0.6944        1.1423       0.5409            0.5409        1.0802  0.0191  77.9939
    139            0.7037        1.1454       0.5394            0.5394        1.0969  0.0191  73.1208
    140            0.6987        1.1662       0.5367            0.5367        1.0994  0.0191  73.1710
    141            0.6971        1.1721       0.5243            0.5243        1.0893  0.0190  83.7149
    142            0.7249        1.1440       0.5401            0.5401        1.0686  0.0190  85.8926
    143            0.6991        1.1932       0.5397            0.5397        1.0656  0.0190  73.7099
    144            0.6316        1.1782       0.5104            0.5104        1.2040  0.0190  72.4580
    145            0.6566        1.1574       0.5077            0.5077        1.1291  0.0190  84.4093
    146            0.6925        1.1484       0.5312            0.5312        1.0695  0.0190  81.7237
    147            0.5394        1.1579       0.4371            0.4371        1.3746  0.0190  75.3608
    148            0.6659        1.1707       0.5166            0.5166        1.0974  0.0190  72.4642
    149            0.6609        1.1396       0.5220            0.5220        1.1568  0.0189  78.6546
    150            0.7106        1.1682       0.5536            0.5536        1.0882  0.0189  84.7013
    151            [36m0.7515[0m        1.1807       0.5617            0.5617        1.0266  0.0189  74.3169
    152            0.6898        1.1379       0.5278            0.5278        1.1000  0.0189  75.5588
    153            0.6632        1.1950       0.5316            0.5316        1.1002  0.0189  75.1670
    154            0.6215        1.1643       0.4927            0.4927        1.1775  0.0189  88.7348
    155            0.7454        1.1722       0.5675            0.5675        1.0375  0.0189  72.3587
    156            0.6956        1.1302       0.5301            0.5301        1.0958  0.0188  72.2251
    157            0.7083        1.1506       0.5343            0.5343        1.1027  0.0188  75.7857
    158            0.7415        1.1374       0.5482            0.5482        1.0505  0.0188  82.0684
    159            0.7284        [32m1.1010[0m       0.5490            0.5490        1.0971  0.0188  81.4594
    160            0.6863        1.1397       0.5228            0.5228        1.1289  0.0188  68.9010
    161            0.6933        1.2003       0.5455            0.5455        1.0768  0.0188  72.3736
    162            0.7238        1.1327       0.5467            0.5467        1.0745  0.0187  77.2487
    163            0.7245        1.1567       0.5201            0.5201        1.1132  0.0187  88.2612
    164            0.6416        1.1812       0.4892            0.4892        1.2447  0.0187  74.6853
    165            0.7056        1.2227       0.5347            0.5347        1.0745  0.0187  74.5672
    166            0.6933        1.1229       0.5231            0.5231        1.1271  0.0187  75.4945
    167            0.6894        1.1128       0.5266            0.5266        1.1304  0.0187  83.5807
    168            0.6208        1.1378       0.4954            0.4954        1.2919  0.0187  70.3360
    169            0.7400        1.1521       0.5532            0.5532        1.0622  0.0186  72.3327
    170            0.6686        1.1548       0.5293            0.5293        1.1330  0.0186  75.7983
    171            0.6755        1.1251       0.5089            0.5089        1.1324  0.0186  77.6209
    172            0.7265        [32m1.1002[0m       0.5733            0.5733        1.0528  0.0186  82.6222
    173            0.7404        1.1198       0.5536            0.5536        1.0626  0.0186  75.5349
    174            0.6763        1.1388       0.5239            0.5239        1.1666  0.0186  74.1527
    175            0.6767        1.1227       0.5212            0.5212        1.1524  0.0185  79.3773
    176            0.5841        1.1569       0.4552            0.4552        1.2965  0.0185  79.8787
    177            [36m0.7550[0m        1.1150       0.5621            0.5621        1.0377  0.0185  71.8715
    178            0.7029        1.1087       0.5135            0.5135        1.1157  0.0185  73.7149
    179            0.7141        1.1010       0.5532            0.5532        1.0613  0.0185  79.4298
    180            0.6767        1.1358       0.5135            0.5135        1.1428  0.0185  88.3643
    181            0.7118        1.1084       0.5482            0.5482        1.0832  0.0184  77.6718
    182            [36m0.7577[0m        1.1120       0.5710            0.5710        1.0514  0.0184  76.6800
    183            0.6709        1.1152       0.5100            0.5100        1.1298  0.0184  76.4261
    184            0.6196        1.1533       0.4900            0.4900        1.2236  0.0184  84.9081
    185            0.6562        1.1581       0.5158            0.5158        1.2399  0.0184  74.5027
    186            0.5733        1.1264       0.4537            0.4537        1.3200  0.0184  73.4295
    187            [36m0.7631[0m        1.1352       [35m0.5802[0m            [31m0.5802[0m        1.0383  0.0183  69.7602
    188            0.6948        1.1358       0.5320            0.5320        1.1174  0.0183  80.4957
    189            0.7581        1.1170       0.5640            0.5640        1.0318  0.0183  75.6520
    190            0.6366        1.1913       0.4799            0.4799        1.1932  0.0183  72.5870
    191            0.7365        1.1510       0.5324            0.5324        1.1017  0.0183  70.5714
    192            0.7419        [32m1.0781[0m       0.5548            0.5548        1.0769  0.0182  78.0156
    193            0.7045        1.1127       0.5355            0.5355        1.1221  0.0182  82.5375
    194            0.7303        1.0862       0.5440            0.5440        1.0815  0.0182  70.3941
    195            0.7593        1.1428       0.5509            0.5509        1.0323  0.0182  69.6425
    196            0.7207        1.0888       0.5367            0.5367        1.1272  0.0182  72.8895
    197            0.7396        1.1203       0.5451            0.5451        1.0827  0.0182  81.4884
    198            0.7515        1.1256       0.5478            0.5478        1.0551  0.0181  72.2411
    199            0.6485        1.1521       0.5085            0.5085        1.2522  0.0181  72.5951
    200            [36m0.7870[0m        [32m1.0745[0m       0.5725            0.5725        [94m1.0216[0m  0.0181  70.7397
    201            0.6582        1.1139       0.5046            0.5046        1.1362  0.0181  84.1122
    202            0.7805        1.1213       0.5783            0.5783        1.0316  0.0181  75.4785
    203            0.7485        1.0849       0.5482            0.5482        1.0389  0.0180  74.4194
    204            0.7137        1.1165       0.5370            0.5370        1.0881  0.0180  70.8804
    205            0.7041        1.0885       0.5312            0.5312        1.1199  0.0180  84.0987
    206            0.7728        1.1224       0.5752            0.5752        1.0230  0.0180  82.1342
    207            0.7488        1.1615       0.5440            0.5440        1.0734  0.0180  69.3561
    208            0.7396        1.1574       0.5521            0.5521        1.0820  0.0180  72.3909
    209            0.6790        1.1024       0.5340            0.5340        1.1303  0.0179  79.7655
    210            0.7728        1.0765       0.5640            0.5640        1.0575  0.0179  82.9923
    211            0.7342        1.0984       0.5536            0.5536        1.0809  0.0179  72.3932
    212            0.7735        1.1326       [35m0.5910[0m            [31m0.5910[0m        [94m1.0142[0m  0.0179  72.1700
    213            0.6570        [32m1.0662[0m       0.5096            0.5096        1.2677  0.0179  70.9310
    214            0.7029        1.0798       0.5394            0.5394        1.1251  0.0178  79.6468
    215            0.7234        1.1194       0.5498            0.5498        1.0845  0.0178  76.5495
    216            0.5775        1.1045       0.4495            0.4495        1.3712  0.0178  67.6741
    217            0.7265        1.1122       0.5312            0.5312        1.1449  0.0178  71.0894
    218            0.7326        1.0958       0.5455            0.5455        1.1095  0.0178  75.4653
    219            0.7442        1.1077       0.5405            0.5405        1.0922  0.0177  82.1159
    220            0.7296        1.0737       0.5343            0.5343        1.1025  0.0177  71.8566
    221            0.7639        1.0958       0.5791            0.5791        1.0604  0.0177  72.6849
    222            0.7249        1.0807       0.5220            0.5220        1.1237  0.0177  73.7509
    223            0.7635        1.1096       0.5532            0.5532        1.0666  0.0177  81.4580
    224            0.7454        1.1007       0.5617            0.5617        1.0844  0.0176  70.1441
    225            [36m0.7928[0m        1.0949       0.5648            0.5648        1.0383  0.0176  70.7816
    226            [36m0.8152[0m        [32m1.0633[0m       0.5829            0.5829        1.0280  0.0176  71.9177
    227            0.7620        [32m1.0431[0m       0.5764            0.5764        1.0579  0.0176  83.0937
    228            0.7616        1.1168       0.5532            0.5532        1.0585  0.0176  75.4427
    229            0.7508        1.0672       0.5567            0.5567        1.0878  0.0175  67.6548
    230            0.7195        1.0911       0.5332            0.5332        1.1548  0.0175  69.3361
    231            0.7103        1.0986       0.5421            0.5421        1.1362  0.0175  76.6589
    232            0.7079        1.0754       0.5135            0.5135        1.1835  0.0175  80.8693
    233            0.8032        1.0773       [35m0.6007[0m            [31m0.6007[0m        [94m1.0141[0m  0.0175  71.1239
    234            0.7103        1.0916       0.5112            0.5112        1.1632  0.0174  70.1737
    235            0.7311        1.1324       0.5509            0.5509        1.1006  0.0174  74.1135
    236            0.7446        1.0938       0.5467            0.5467        1.0998  0.0174  77.5403
    237            0.7704        1.1379       0.5779            0.5779        1.0620  0.0174  72.1600
    238            0.7662        1.0685       0.5567            0.5567        1.0481  0.0173  73.1836
    239            0.7751        [32m1.0122[0m       0.5617            0.5617        1.0640  0.0173  70.2892
    240            0.7454        1.0681       0.5282            0.5282        1.1224  0.0173  83.8675
    241            0.7338        1.0669       0.5374            0.5374        1.1542  0.0173  79.5479
    242            0.7924        1.0638       0.5745            0.5745        1.0468  0.0173  71.9283
    243            0.7342        1.0604       0.5343            0.5343        1.1442  0.0172  72.9390
    244            0.7681        1.0515       0.5625            0.5625        1.0580  0.0172  77.0158
    245            0.7330        1.0846       0.5486            0.5486        1.1039  0.0172  79.5103
    246            0.7164        1.0187       0.5301            0.5301        1.1808  0.0172  73.6654
    247            0.7697        1.1572       0.5513            0.5513        1.0711  0.0172  69.8464
    248            0.7994        1.1015       0.5856            0.5856        [94m1.0032[0m  0.0171  72.1156
    249            0.7921        1.0282       0.5849            0.5849        1.0238  0.0171  81.8765
    250            0.7774        1.0215       0.5880            0.5880        1.0427  0.0171  76.3065
    251            0.7377        1.0379       0.5370            0.5370        1.0880  0.0171  68.4037
    252            0.7751        1.0513       0.5320            0.5320        1.1008  0.0170  70.1646
    253            0.7481        1.0769       0.5336            0.5336        1.1460  0.0170  77.5665
    254            0.7465        1.0290       0.5374            0.5374        1.1180  0.0170  77.6464
    255            0.7245        1.0568       0.5490            0.5490        1.1098  0.0170  68.2799
    256            0.7515        [32m1.0054[0m       0.5459            0.5459        1.0753  0.0170  73.3371
    257            0.7824        1.0467       0.5590            0.5590        1.0516  0.0169  70.1957
    258            0.7670        1.0418       0.5521            0.5521        1.0696  0.0169  88.2085
    259            0.7623        1.0149       0.5432            0.5432        1.1096  0.0169  71.5011
    260            0.7419        1.1069       0.5417            0.5417        1.1164  0.0169  69.8466
    261            0.7477        1.0512       0.5590            0.5590        1.0717  0.0168  68.6478
    262            0.7758        1.0688       0.5536            0.5536        1.0870  0.0168  81.9690
    263            [36m0.8160[0m        1.0958       0.5756            0.5756        1.0214  0.0168  76.1313
    264            0.5876        1.0427       0.4460            0.4460        1.4196  0.0168  70.1613
    265            [36m0.8167[0m        1.0827       0.5941            0.5941        [94m0.9977[0m  0.0167  70.9038
    266            0.7481        [32m0.9768[0m       0.5521            0.5521        1.0946  0.0167  75.1190
    267            0.7770        1.0337       0.5486            0.5486        1.0764  0.0167  88.6718
    268            0.8025        1.0125       0.5613            0.5613        1.0826  0.0167  74.1597
    269            0.7959        1.0359       0.5779            0.5779        1.0198  0.0167  72.1297
    270            0.7782        1.0307       0.5567            0.5567        1.0985  0.0166  75.1756
    271            0.8113        1.0382       0.5714            0.5714        1.0158  0.0166  90.2037
    272            0.7797        1.0474       0.5451            0.5451        1.0993  0.0166  72.5749
    273            0.7600        1.0841       0.5436            0.5436        1.1372  0.0166  65.1446
    274            0.7539        1.0730       0.5382            0.5382        1.0905  0.0165  61.9173
    275            0.8009        1.0912       0.5941            0.5941        1.0348  0.0165  87.2554
    276            0.6786        1.0298       0.5073            0.5073        1.2291  0.0165  81.8151
    277            0.7658        1.0229       0.5401            0.5401        1.1056  0.0165  70.9134
    278            0.8025        0.9977       0.5502            0.5502        1.0689  0.0164  68.6272
    279            0.8098        1.0560       0.5691            0.5691        1.0236  0.0164  81.4190
    280            0.8013        1.0127       0.5675            0.5675        1.0664  0.0164  83.9282
    281            0.7843        1.0005       0.5486            0.5486        1.1260  0.0164  74.7201
    282            0.7770        1.0205       0.5648            0.5648        1.1141  0.0163  69.0147
    283            0.7242        1.0907       0.5255            0.5255        1.1783  0.0163  74.6817
    284            0.7288        1.0219       0.5197            0.5197        1.2128  0.0163  84.5469
    285            [36m0.8248[0m        1.0506       0.5938            0.5938        1.0193  0.0163  72.5841
    286            0.7400        1.0196       0.5285            0.5285        1.1916  0.0162  73.7749
    287            [36m0.8275[0m        1.0053       0.5810            0.5810        1.0668  0.0162  75.4858
    288            0.8206        1.0117       0.5799            0.5799        1.0545  0.0162  80.0408
    289            0.7998        1.0384       0.5606            0.5606        1.0817  0.0162  76.4036
    290            0.7643        [32m0.9747[0m       0.5343            0.5343        1.1283  0.0161  73.8792
    291            0.7774        1.0122       0.5764            0.5764        1.0913  0.0161  72.1194
    292            0.7882        1.0303       0.5575            0.5575        1.1029  0.0161  75.0149
    293            0.7407        1.0751       0.5394            0.5394        1.1669  0.0161  84.8806
    294            0.8167        0.9832       0.5802            0.5802        1.0568  0.0160  72.2847
    295            0.7542        0.9860       0.5324            0.5324        1.1543  0.0160  68.0027
    296            0.7662        1.0000       0.5490            0.5490        1.0824  0.0160  70.3556
    297            0.7215        1.0682       0.5320            0.5320        1.1960  0.0160  78.4451
    298            0.6644        1.0545       0.4950            0.4950        1.3312  0.0159  79.1218
    299            0.8218        0.9913       0.5683            0.5683        1.0672  0.0159  74.5500
    300            0.6748        1.0151       0.4931            0.4931        1.3189  0.0159  70.5181
    301            0.7897        1.0201       0.5799            0.5799        1.0443  0.0159  76.9992
    302            0.7847        1.0579       0.5737            0.5737        1.0807  0.0158  82.4900
    303            0.7697        0.9899       0.5382            0.5382        1.1192  0.0158  74.3494
    304            0.7581        1.0505       0.5386            0.5386        1.1452  0.0158  72.3226
    305            0.7253        0.9984       0.5062            0.5062        1.2157  0.0158  76.4897
    306            [36m0.8287[0m        1.0057       0.5799            0.5799        1.0409  0.0157  81.0621
    307            0.7867        0.9918       0.5679            0.5679        1.0739  0.0157  77.1386
    308            0.8017        1.0288       0.5525            0.5525        1.0718  0.0157  75.6297
    309            0.6902        0.9998       0.4915            0.4915        1.2615  0.0157  70.9956
    310            0.7411        0.9926       0.5282            0.5282        1.1412  0.0156  80.9931
    311            0.7789        1.0033       0.5502            0.5502        1.0912  0.0156  77.3764
    312            0.7635        0.9922       0.5694            0.5694        1.1229  0.0156  71.4641
    313            0.7789        1.0208       0.5494            0.5494        1.1086  0.0156  72.6073
    314            0.7801        0.9782       0.5409            0.5409        1.1292  0.0155  71.9053
    315            0.8048        0.9929       0.5640            0.5640        1.1039  0.0155  78.5964
    316            0.8260        1.0068       0.5756            0.5756        1.0707  0.0155  72.6217
    317            0.8052        0.9982       0.5540            0.5540        1.1020  0.0155  71.2534
    318            0.7921        0.9763       0.5625            0.5625        1.1190  0.0154  72.1337
    319            [36m0.8368[0m        0.9845       [35m0.6022[0m            [31m0.6022[0m        1.0187  0.0154  78.8447
    320            0.8140        1.0433       0.5579            0.5579        1.0654  0.0154  77.9556
    321            0.8314        [32m0.9507[0m       0.5910            0.5910        1.0176  0.0153  71.2320
    322            0.8252        [32m0.9199[0m       0.5648            0.5648        1.0612  0.0153  75.2508
    323            0.8229        0.9297       0.5968            0.5968        1.0363  0.0153  73.3621
    324            0.8252        0.9920       0.5787            0.5787        1.0695  0.0153  78.8132
    325            0.8036        0.9721       0.5436            0.5436        1.1388  0.0152  74.1597
    326            0.8144        0.9903       0.5671            0.5671        1.0687  0.0152  71.9310
    327            0.7431        1.0262       0.5378            0.5378        1.1354  0.0152  70.6616
    328            0.8314        0.9408       0.5864            0.5864        1.0480  0.0152  84.8020
    329            0.8187        0.9949       0.5872            0.5872        1.1096  0.0151  77.8300
    330            0.8229        0.9681       0.5714            0.5714        1.0769  0.0151  68.6096
    331            0.7978        1.0028       0.5552            0.5552        1.1151  0.0151  71.1483
    332            0.7897        0.9842       0.5417            0.5417        1.1131  0.0151  85.1639
    333            0.7454        0.9669       0.5316            0.5316        1.1826  0.0150  83.6398
    334            0.7647        0.9690       0.5424            0.5424        1.2143  0.0150  73.5874
    335            0.7894        0.9470       0.5698            0.5698        1.1235  0.0150  69.6061
    336            0.8179        0.9523       0.5737            0.5737        1.0793  0.0149  80.9309
    337            0.7789        0.9984       0.5482            0.5482        1.1173  0.0149  87.1627
    338            [36m0.8410[0m        1.0179       0.5841            0.5841        1.0244  0.0149  71.0053
    339            0.7126        0.9827       0.5100            0.5100        1.2991  0.0149  72.6835
    340            0.7608        1.0054       0.5239            0.5239        1.1914  0.0148  74.5297
    341            0.7411        0.9605       0.5347            0.5347        1.2141  0.0148  84.7104
