  epoch    train_accuracy    train_loss    valid_acc    valid_accuracy    valid_loss      lr        dur
     51            0.9865        0.0385       0.4236            0.4236        4.1922  0.0170  1722.8405
     52            0.7311        0.0324       0.3519            0.3519        5.0033  0.0169  1683.3017
     53            0.9560        0.0300       0.4228            0.4228        4.9904  0.0168  1687.0305
     54            0.9869        0.0246       0.4147            0.4147        4.0191  0.0167  1685.6752
     55            0.8044        [32m0.0193[0m       0.3630            0.3630        4.9606  0.0166  1683.6879
     56            0.9217        [32m0.0186[0m       0.3600            0.3600        4.5303  0.0165  1674.9190
     57            [36m0.9961[0m        0.0191       0.4005            0.4005        4.0246  0.0163  2622.8045
     58            0.8970        [32m0.0102[0m       0.3657            0.3657        5.2188  0.0162  3056.2499
Stopping since valid_loss has not improved in the last 50 epochs.
Elapsed time: 176536.80184030533 seconds
